Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2022 05 27 00	0.75	9.5	12.1	348	-9999.9	-9999.9	0.61	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 01	0.74	9.5	12.1	348	-9999.9	-9999.9	0.59	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 02	0.72	9.4	12.1	348	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 03	0.7	9.3	11.0	348	-9999.9	-9999.9	0.56	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 04	0.69	9.3	11.0	348	-9999.9	-9999.9	0.54	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 05	0.67	9.2	11.0	347	-9999.9	-9999.9	0.53	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 06	0.65	9.1	11.0	347	-9999.9	-9999.9	0.51	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 07	0.64	9.1	11.0	347	-9999.9	-9999.9	0.49	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 08	0.62	9.0	11.0	347	-9999.9	-9999.9	0.48	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 09	0.61	9.0	11.0	347	-9999.9	-9999.9	0.46	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 10	0.6	8.5	11.0	347	-9999.9	-9999.9	0.45	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 11	0.68	4.6	11.0	354	-9999.9	-9999.9	0.44	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 12	0.76	4.0	11.0	359	-9999.9	-9999.9	0.44	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 13	0.78	3.8	11.0	2	-9999.9	-9999.9	0.44	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 14	0.82	3.7	11.0	4	-9999.9	-9999.9	0.45	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 15	0.86	3.7	11.0	6	-9999.9	-9999.9	0.46	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 16	0.88	3.8	11.0	7	-9999.9	-9999.9	0.48	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 17	0.89	4.0	13.3	6	-9999.9	-9999.9	0.51	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 18	0.89	4.3	13.3	5	-9999.9	-9999.9	0.55	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 19	0.9	4.5	13.3	4	-9999.9	-9999.9	0.59	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 20	0.91	5.1	13.3	2	-9999.9	-9999.9	0.63	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 21	0.95	5.5	13.3	1	-9999.9	-9999.9	0.69	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 22	1.01	5.7	13.3	2	-9999.9	-9999.9	0.74	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 27 23	1.08	5.9	14.7	2	-9999.9	-9999.9	0.8	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 00	1.14	6.2	14.7	1	-9999.9	-9999.9	0.86	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 01	1.15	7.1	14.7	0	-9999.9	-9999.9	0.91	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 02	1.17	7.6	14.7	359	-9999.9	-9999.9	0.95	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 03	1.18	8.0	14.7	359	-9999.9	-9999.9	0.98	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 04	1.18	8.4	14.7	358	-9999.9	-9999.9	1.0	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 05	1.18	8.8	14.7	358	-9999.9	-9999.9	1.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 06	1.17	9.2	14.7	357	-9999.9	-9999.9	1.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 07	1.17	9.4	13.3	357	-9999.9	-9999.9	1.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 08	1.17	9.2	13.3	357	-9999.9	-9999.9	1.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 09	1.2	8.2	13.3	358	-9999.9	-9999.9	1.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 10	1.24	7.2	13.3	0	-9999.9	-9999.9	1.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 11	1.28	6.6	13.3	2	-9999.9	-9999.9	0.99	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 12	1.29	6.5	13.3	3	-9999.9	-9999.9	0.97	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 13	1.31	6.0	13.3	4	-9999.9	-9999.9	0.95	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 14	1.34	5.5	13.3	5	-9999.9	-9999.9	0.93	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 15	1.34	5.3	13.3	6	-9999.9	-9999.9	0.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 16	1.32	5.3	13.3	6	-9999.9	-9999.9	0.87	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 17	1.31	5.3	13.3	6	-9999.9	-9999.9	0.85	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 18	1.28	5.3	13.3	6	-9999.9	-9999.9	0.82	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 19	1.23	5.8	13.3	5	-9999.9	-9999.9	0.8	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 20	1.18	6.3	12.1	4	-9999.9	-9999.9	0.77	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 21	1.15	6.7	12.1	4	-9999.9	-9999.9	0.74	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 22	1.13	6.9	12.1	4	-9999.9	-9999.9	0.72	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 28 23	1.12	6.9	12.1	4	-9999.9	-9999.9	0.69	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 00	1.11	6.9	12.1	4	-9999.9	-9999.9	0.67	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 01	1.11	6.9	12.1	5	-9999.9	-9999.9	0.64	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 02	1.1	6.8	12.1	5	-9999.9	-9999.9	0.62	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 03	1.1	6.7	12.1	6	-9999.9	-9999.9	0.6	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 04	1.09	6.7	12.1	6	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 05	1.08	6.6	12.1	7	-9999.9	-9999.9	0.55	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 06	1.05	6.6	12.1	7	-9999.9	-9999.9	0.53	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 07	1.02	6.5	12.1	6	-9999.9	-9999.9	0.5	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 08	0.99	6.5	12.1	6	-9999.9	-9999.9	0.48	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 09	1.01	5.9	12.1	7	-9999.9	-9999.9	0.46	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 10	1.09	5.2	6.2	10	-9999.9	-9999.9	0.43	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 11	1.14	5.0	6.2	12	-9999.9	-9999.9	0.41	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 12	1.15	5.0	6.2	13	-9999.9	-9999.9	0.39	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 13	1.2	4.7	6.8	15	-9999.9	-9999.9	0.37	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 14	1.27	4.4	6.8	18	-9999.9	-9999.9	0.35	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 15	1.27	4.5	6.2	18	-9999.9	-9999.9	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 16	1.26	4.5	6.2	18	-9999.9	-9999.9	0.31	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 17	1.26	4.6	6.2	18	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 18	1.28	4.8	6.2	18	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 19	1.26	5.4	6.2	17	-9999.9	-9999.9	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 20	1.25	5.8	6.8	16	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 21	1.27	6.0	6.8	17	-9999.9	-9999.9	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 22	1.29	6.2	6.8	17	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 29 23	1.28	6.3	6.8	17	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 00	1.27	6.4	6.8	18	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 01	1.26	6.5	6.8	19	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 02	1.23	6.5	6.8	19	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 03	1.19	6.5	6.8	20	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 04	1.13	6.4	6.8	20	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 05	1.09	6.3	6.8	20	-9999.9	-9999.9	0.15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 06	1.04	6.2	6.8	21	-9999.9	-9999.9	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 07	1.0	6.1	6.8	20	-9999.9	-9999.9	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 08	0.96	6.1	6.8	20	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 09	0.94	6.1	6.8	19	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 10	0.95	5.6	6.8	19	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 11	0.99	4.9	6.8	20	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 12	0.99	4.8	6.8	20	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 13	0.97	4.7	6.8	20	-9999.9	-9999.9	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 14	0.96	4.6	6.8	20	-9999.9	-9999.9	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 15	0.93	4.6	6.8	19	-9999.9	-9999.9	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 16	0.9	4.6	6.8	19	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 17	0.85	4.7	6.8	18	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 18	0.79	5.2	6.2	17	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 19	0.74	5.3	6.2	17	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 20	0.7	5.3	6.2	16	-9999.9	-9999.9	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 21	0.66	5.3	6.2	16	-9999.9	-9999.9	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 22	0.63	5.3	6.2	15	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 30 23	0.61	5.3	5.7	15	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 00	0.57	5.3	5.7	14	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 01	0.56	5.3	5.7	13	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 02	0.54	5.4	14.7	12	-9999.9	-9999.9	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 03	0.52	5.4	14.7	10	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 04	0.51	5.5	14.7	9	-9999.9	-9999.9	0.27	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 05	0.51	5.5	14.7	8	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 06	0.51	5.4	14.7	7	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 07	0.51	5.1	13.3	7	-9999.9	-9999.9	0.3	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 08	0.54	4.6	13.3	8	-9999.9	-9999.9	0.31	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 09	0.57	4.4	13.3	9	-9999.9	-9999.9	0.32	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 10	0.57	4.2	13.3	10	-9999.9	-9999.9	0.32	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 11	0.64	3.8	13.3	13	-9999.9	-9999.9	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 12	0.67	3.7	13.3	14	-9999.9	-9999.9	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 13	0.76	3.5	13.3	17	-9999.9	-9999.9	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 14	0.88	3.5	13.3	19	-9999.9	-9999.9	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 15	0.93	3.8	4.7	19	-9999.9	-9999.9	0.32	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 16	0.95	3.8	4.7	19	-9999.9	-9999.9	0.32	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 17	0.95	3.9	5.1	19	-9999.9	-9999.9	0.32	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 18	0.91	4.1	5.1	18	-9999.9	-9999.9	0.31	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 19	0.86	4.3	5.1	17	-9999.9	-9999.9	0.31	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 20	0.82	4.3	5.1	15	-9999.9	-9999.9	0.3	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 21	0.78	4.4	5.1	13	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 22	0.75	4.4	5.1	12	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 05 31 23	0.73	4.3	12.1	11	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 00	0.7	4.4	12.1	10	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 01	0.66	4.6	12.1	9	-9999.9	-9999.9	0.27	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 02	0.63	4.8	12.1	8	-9999.9	-9999.9	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 03	0.61	4.8	12.1	8	-9999.9	-9999.9	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 04	0.61	4.8	4.7	9	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 05	0.63	4.8	5.1	10	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 06	0.68	4.9	5.1	12	-9999.9	-9999.9	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 07	0.74	5.0	5.1	16	-9999.9	-9999.9	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 08	0.81	4.7	5.7	19	-9999.9	-9999.9	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 09	0.84	4.6	5.7	22	-9999.9	-9999.9	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 10	0.84	4.7	5.7	23	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 11	0.83	4.6	5.7	24	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 12	0.81	4.5	6.2	24	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 13	0.83	4.0	5.7	25	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 14	0.84	3.9	5.7	25	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 15	0.81	4.2	5.7	23	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 16	0.76	5.0	5.7	23	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 17	0.75	5.2	5.7	22	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 18	0.76	5.3	5.7	22	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 19	0.76	5.3	5.7	21	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 20	0.74	5.4	5.7	20	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 21	0.7	5.4	5.7	20	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 22	0.68	5.3	5.7	20	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 01 23	0.65	5.3	5.7	20	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 00	0.63	5.3	5.7	20	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 01	0.61	5.3	5.7	20	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 02	0.57	5.2	5.7	20	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 03	0.56	5.2	5.7	19	-9999.9	-9999.9	0.15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 04	0.54	5.1	5.7	19	-9999.9	-9999.9	0.15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 05	0.52	5.1	5.7	18	-9999.9	-9999.9	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 06	0.51	5.0	5.1	17	-9999.9	-9999.9	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 07	0.49	4.9	5.1	16	-9999.9	-9999.9	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 08	0.48	4.9	5.1	14	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 09	0.47	4.8	5.1	13	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 10	0.47	4.4	5.1	12	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 11	0.5	3.5	5.1	13	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 12	0.53	3.1	4.7	14	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 13	0.53	3.1	4.7	14	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 14	0.48	3.1	4.7	12	-9999.9	-9999.9	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 15	0.43	3.4	4.7	9	-9999.9	-9999.9	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 16	0.39	3.8	4.7	7	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 17	0.39	4.0	4.7	7	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 18	0.39	4.0	4.7	7	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 19	0.4	4.1	4.7	7	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 20	0.41	4.1	4.7	6	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 21	0.42	4.2	5.7	5	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 22	0.43	4.3	5.7	4	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 02 23	0.43	4.4	5.7	3	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 00	0.43	4.4	5.7	3	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 01	0.42	4.5	5.7	2	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 02	0.41	4.5	5.1	2	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 03	0.4	4.4	5.1	2	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 04	0.39	4.4	5.1	2	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 05	0.38	4.3	5.1	1	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 06	0.37	4.3	5.1	1	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 07	0.35	4.3	5.1	2	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 08	0.34	4.2	5.1	3	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 09	0.33	4.1	4.7	4	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 10	0.33	4.0	4.7	5	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 11	0.34	3.8	4.7	8	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 12	0.37	3.7	4.7	11	-9999.9	-9999.9	0.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 13	0.4	3.8	4.7	15	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 14	0.41	3.9	4.7	17	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 15	0.43	3.8	4.7	17	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 16	0.43	3.9	4.7	16	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 17	0.41	3.8	4.7	15	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 18	0.41	3.7	4.7	14	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 19	0.39	3.7	4.7	15	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 20	0.37	3.8	4.7	15	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 21	0.35	3.8	4.2	14	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 22	0.33	3.8	4.2	13	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 03 23	0.31	3.8	4.2	12	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 04 00	0.28	3.8	4.2	11	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 04 01	0.28	3.8	4.2	10	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 04 02	0.26	3.8	4.2	8	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 04 03	0.26	3.8	4.2	5	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 04 04	0.25	3.8	3.9	3	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2022 06 04 05	0.25	3.9	3.9	359	-9999.9	-9999.9	0.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
