Valor nulo: -9999.9	
Fecha (GMT)	Salinidad(psu)
2021 05 25 06	34.378
2021 05 25 07	34.378
2021 05 25 08	34.378
2021 05 25 09	34.378
2021 05 25 10	34.378
2021 05 25 11	34.378
2021 05 25 12	34.378
2021 05 25 13	34.378
2021 05 25 14	34.378
2021 05 25 15	34.378
2021 05 25 16	34.378
2021 05 25 17	34.378
2021 05 25 18	34.378
2021 05 25 19	34.378
2021 05 25 20	34.378
2021 05 25 21	34.378
2021 05 25 22	34.378
2021 05 25 23	34.378
2021 05 26 00	34.311
2021 05 26 01	34.311
2021 05 26 02	34.311
2021 05 26 03	34.311
2021 05 26 04	34.311
2021 05 26 05	34.311
2021 05 26 06	34.311
2021 05 26 07	34.311
2021 05 26 08	34.311
2021 05 26 09	34.311
2021 05 26 10	34.311
2021 05 26 11	34.311
2021 05 26 12	34.311
2021 05 26 13	34.311
2021 05 26 14	34.311
2021 05 26 15	34.311
2021 05 26 16	34.311
2021 05 26 17	34.311
2021 05 26 18	34.311
2021 05 26 19	34.311
2021 05 26 20	34.311
2021 05 26 21	34.311
2021 05 26 22	34.311
2021 05 26 23	34.311
2021 05 27 00	34.882
2021 05 27 01	34.882
2021 05 27 02	34.882
2021 05 27 03	34.882
2021 05 27 04	34.882
2021 05 27 05	34.882
2021 05 27 06	34.882
2021 05 27 07	34.882
2021 05 27 08	34.882
2021 05 27 09	34.882
2021 05 27 10	34.882
2021 05 27 11	34.882
2021 05 27 12	34.882
2021 05 27 13	34.882
2021 05 27 14	34.882
2021 05 27 15	34.882
2021 05 27 16	34.882
2021 05 27 17	34.882
2021 05 27 18	34.882
2021 05 27 19	34.882
2021 05 27 20	34.882
2021 05 27 21	34.882
2021 05 27 22	34.882
2021 05 27 23	34.882
2021 05 28 00	34.742
2021 05 28 01	34.742
2021 05 28 02	34.742
2021 05 28 03	34.742
2021 05 28 04	34.742
2021 05 28 05	34.742
2021 05 28 06	34.742
2021 05 28 07	34.742
2021 05 28 08	34.742
2021 05 28 09	34.742
2021 05 28 10	34.742
2021 05 28 11	34.742
2021 05 28 12	34.742
2021 05 28 13	34.742
2021 05 28 14	34.742
2021 05 28 15	34.742
2021 05 28 16	34.742
2021 05 28 17	34.742
2021 05 28 18	34.742
2021 05 28 19	34.742
2021 05 28 20	34.742
2021 05 28 21	34.742
2021 05 28 22	34.742
2021 05 28 23	34.742
2021 05 29 00	34.217
2021 05 29 01	34.217
2021 05 29 02	34.217
2021 05 29 03	34.217
2021 05 29 04	34.217
2021 05 29 05	34.217
2021 05 29 06	34.217
2021 05 29 07	34.217
2021 05 29 08	34.217
2021 05 29 09	34.217
2021 05 29 10	34.217
2021 05 29 11	34.217
2021 05 29 12	34.217
2021 05 29 13	34.217
2021 05 29 14	34.217
2021 05 29 15	34.217
2021 05 29 16	34.217
2021 05 29 17	34.217
2021 05 29 18	34.217
2021 05 29 19	34.217
2021 05 29 20	34.217
2021 05 29 21	34.217
2021 05 29 22	34.217
2021 05 29 23	34.217
2021 05 30 00	34.048
2021 05 30 01	34.048
2021 05 30 02	34.048
2021 05 30 03	34.048
2021 05 30 04	34.048
2021 05 30 05	34.048
2021 05 30 06	34.048
2021 05 30 07	34.048
2021 05 30 08	34.048
2021 05 30 09	34.048
2021 05 30 10	34.048
2021 05 30 11	34.048
2021 05 30 12	34.048
2021 05 30 13	34.048
2021 05 30 14	34.048
2021 05 30 15	34.048
2021 05 30 16	34.048
2021 05 30 17	34.048
2021 05 30 18	34.048
2021 05 30 19	34.048
2021 05 30 20	34.048
2021 05 30 21	34.048
2021 05 30 22	34.048
2021 05 30 23	34.048
2021 05 31 00	34.404
2021 05 31 01	34.404
2021 05 31 02	34.404
2021 05 31 03	34.404
2021 05 31 04	34.404
2021 05 31 05	34.404
2021 05 31 06	34.404
2021 05 31 07	34.404
2021 05 31 08	34.404
2021 05 31 09	34.404
2021 05 31 10	34.404
2021 05 31 11	34.404
2021 05 31 12	34.404
2021 05 31 13	34.404
2021 05 31 14	34.404
2021 05 31 15	34.404
2021 05 31 16	34.404
2021 05 31 17	34.404
2021 05 31 18	34.404
2021 05 31 19	34.404
2021 05 31 20	34.404
2021 05 31 21	34.404
2021 05 31 22	34.404
2021 05 31 23	34.404
2021 06 01 00	34.537
2021 06 01 01	34.537
2021 06 01 02	34.537
2021 06 01 03	34.537
2021 06 01 04	34.537
2021 06 01 05	34.537
2021 06 01 06	34.537
2021 06 01 07	34.537
2021 06 01 08	34.537
2021 06 01 09	34.537
2021 06 01 10	34.537
2021 06 01 11	34.537
2021 06 01 12	34.537
2021 06 01 13	34.537
2021 06 01 14	34.537
2021 06 01 15	34.537
2021 06 01 16	34.537
2021 06 01 17	34.537
2021 06 01 18	34.537
2021 06 01 19	34.537
2021 06 01 20	34.537
2021 06 01 21	34.537
2021 06 01 22	34.537
2021 06 01 23	34.537
2021 06 02 00	34.584
2021 06 02 01	34.584
2021 06 02 02	34.584
2021 06 02 03	34.584
2021 06 02 04	34.584
2021 06 02 05	34.584
2021 06 02 06	34.584
2021 06 02 07	34.584
2021 06 02 08	34.584
2021 06 02 09	34.584
2021 06 02 10	34.584
2021 06 02 11	34.584
2021 06 02 12	34.584
2021 06 02 13	34.584
2021 06 02 14	34.584
2021 06 02 15	34.584
2021 06 02 16	34.584
2021 06 02 17	34.584
2021 06 02 18	34.584
2021 06 02 19	34.584
2021 06 02 20	34.584
2021 06 02 21	34.584
2021 06 02 22	34.584
2021 06 02 23	34.584
2021 06 03 00	34.356
2021 06 03 01	34.356
2021 06 03 02	34.356
2021 06 03 03	34.356
2021 06 03 04	34.356
2021 06 03 05	34.356
2021 06 03 06	34.356
2021 06 03 07	34.356
2021 06 03 08	34.356
2021 06 03 09	34.356
2021 06 03 10	34.356
2021 06 03 11	34.356
2021 06 03 12	34.356
2021 06 03 13	34.356
2021 06 03 14	34.356
2021 06 03 15	34.356
2021 06 03 16	34.356
2021 06 03 17	34.356
2021 06 03 18	34.356
2021 06 03 19	34.356
2021 06 03 20	34.356
2021 06 03 21	34.356
2021 06 03 22	34.356
2021 06 03 23	34.356
2021 06 04 00	34.157
2021 06 04 01	34.157
2021 06 04 02	34.157
2021 06 04 03	34.157
2021 06 04 04	34.157
2021 06 04 05	34.157
2021 06 04 06	34.157
2021 06 04 07	34.157
2021 06 04 08	34.157
2021 06 04 09	34.157
2021 06 04 10	34.157
2021 06 04 11	34.157
2021 06 04 12	34.157
2021 06 04 13	34.157
2021 06 04 14	34.157
2021 06 04 15	34.157
2021 06 04 16	34.157
2021 06 04 17	34.157
2021 06 04 18	34.157
2021 06 04 19	34.157
2021 06 04 20	34.157
2021 06 04 21	34.157
2021 06 04 22	34.157
2021 06 04 23	34.157
2021 06 05 00	34.363
2021 06 05 01	34.363
2021 06 05 02	34.363
2021 06 05 03	34.363
2021 06 05 04	34.363
2021 06 05 05	34.363
2021 06 05 06	34.363
2021 06 05 07	34.363
2021 06 05 08	34.363
2021 06 05 09	34.363
2021 06 05 10	34.363
2021 06 05 11	34.363
2021 06 05 12	34.363
2021 06 05 13	34.363
2021 06 05 14	34.363
2021 06 05 15	34.363
2021 06 05 16	34.363
2021 06 05 17	34.363
2021 06 05 18	34.363
2021 06 05 19	34.363
2021 06 05 20	34.363
2021 06 05 21	34.363
2021 06 05 22	34.363
2021 06 05 23	34.363
2021 06 06 00	34.554
2021 06 06 01	34.554
2021 06 06 02	34.554
2021 06 06 03	34.554
2021 06 06 04	34.554
2021 06 06 05	34.554
2021 06 06 06	34.554
2021 06 06 07	34.554
2021 06 06 08	34.554
2021 06 06 09	34.554
2021 06 06 10	34.554
2021 06 06 11	34.554
2021 06 06 12	34.554
2021 06 06 13	34.554
2021 06 06 14	34.554
2021 06 06 15	34.554
2021 06 06 16	34.554
2021 06 06 17	34.554
2021 06 06 18	34.554
2021 06 06 19	34.554
2021 06 06 20	34.554
2021 06 06 21	34.554
2021 06 06 22	34.554
2021 06 06 23	34.554
2021 06 07 00	34.777
2021 06 07 01	34.777
2021 06 07 02	34.777
2021 06 07 03	34.777
2021 06 07 04	34.777
2021 06 07 05	34.777
2021 06 07 06	34.777
2021 06 07 07	34.777
2021 06 07 08	34.777
2021 06 07 09	34.777
2021 06 07 10	34.777
2021 06 07 11	34.777
2021 06 07 12	34.777
2021 06 07 13	34.777
2021 06 07 14	34.777
2021 06 07 15	34.777
2021 06 07 16	34.777
2021 06 07 17	34.777
2021 06 07 18	34.777
2021 06 07 19	34.777
2021 06 07 20	34.777
2021 06 07 21	34.777
2021 06 07 22	34.777
2021 06 07 23	34.777
2021 06 08 00	34.803
2021 06 08 01	34.803
2021 06 08 02	34.803
2021 06 08 03	34.803
2021 06 08 04	34.803
2021 06 08 05	34.803
2021 06 08 06	34.803
2021 06 08 07	34.803
2021 06 08 08	34.803
2021 06 08 09	34.803
2021 06 08 10	34.803
2021 06 08 11	34.803
2021 06 08 12	34.803
2021 06 08 13	34.803
2021 06 08 14	34.803
2021 06 08 15	34.803
2021 06 08 16	34.803
2021 06 08 17	34.803
2021 06 08 18	34.803
2021 06 08 19	34.803
2021 06 08 20	34.803
2021 06 08 21	34.803
2021 06 08 22	34.803
2021 06 08 23	34.803
2021 06 09 00	34.559
2021 06 09 01	34.559
2021 06 09 02	34.559
2021 06 09 03	34.559
2021 06 09 04	34.559
2021 06 09 05	34.559
2021 06 09 06	34.559
2021 06 09 07	34.559
2021 06 09 08	34.559
2021 06 09 09	34.559
2021 06 09 10	34.559
2021 06 09 11	34.559
2021 06 09 12	34.559
2021 06 09 13	34.559
2021 06 09 14	34.559
2021 06 09 15	34.559
2021 06 09 16	34.559
2021 06 09 17	34.559
2021 06 09 18	34.559
2021 06 09 19	34.559
2021 06 09 20	34.559
2021 06 09 21	34.559
2021 06 09 22	34.559
2021 06 09 23	34.559
2021 06 10 00	34.781
2021 06 10 01	34.781
2021 06 10 02	34.781
2021 06 10 03	34.781
2021 06 10 04	34.781
2021 06 10 05	34.781
2021 06 10 06	34.781
2021 06 10 07	34.781
2021 06 10 08	34.781
2021 06 10 09	34.781
2021 06 10 10	34.781
2021 06 10 11	34.781
2021 06 10 12	34.781
2021 06 10 13	34.781
2021 06 10 14	34.781
2021 06 10 15	34.781
2021 06 10 16	34.781
2021 06 10 17	34.781
2021 06 10 18	34.781
2021 06 10 19	34.781
2021 06 10 20	34.781
2021 06 10 21	34.781
2021 06 10 22	34.781
2021 06 10 23	34.781
2021 06 11 00	34.822
2021 06 11 01	34.822
2021 06 11 02	34.822
2021 06 11 03	34.822
2021 06 11 04	34.822
2021 06 11 05	34.822
2021 06 11 06	34.822
2021 06 11 07	34.822
2021 06 11 08	34.822
2021 06 11 09	34.822
2021 06 11 10	34.822
2021 06 11 11	34.822
2021 06 11 12	34.822
2021 06 11 13	34.822
2021 06 11 14	34.822
2021 06 11 15	34.822
2021 06 11 16	34.822
2021 06 11 17	34.822
2021 06 11 18	34.822
2021 06 11 19	34.822
2021 06 11 20	34.822
2021 06 11 21	34.822
2021 06 11 22	34.822
2021 06 11 23	34.822
2021 06 12 00	34.708
2021 06 12 01	34.708
2021 06 12 02	34.708
2021 06 12 03	34.708
2021 06 12 04	34.708
2021 06 12 05	34.708
2021 06 12 06	34.708
2021 06 12 07	34.708
2021 06 12 08	34.708
2021 06 12 09	34.708
2021 06 12 10	34.708
2021 06 12 11	34.708
2021 06 12 12	34.708
2021 06 12 13	34.708
2021 06 12 14	34.708
2021 06 12 15	34.708
2021 06 12 16	34.708
2021 06 12 17	34.708
2021 06 12 18	34.708
2021 06 12 19	34.708
2021 06 12 20	34.708
2021 06 12 21	34.708
2021 06 12 22	34.708
2021 06 12 23	34.708
2021 06 13 00	34.899
2021 06 13 01	34.899
2021 06 13 02	34.899
2021 06 13 03	34.899
2021 06 13 04	34.899
2021 06 13 05	34.899
2021 06 13 06	34.899
2021 06 13 07	34.899
2021 06 13 08	34.899
2021 06 13 09	34.899
2021 06 13 10	34.899
2021 06 13 11	34.899
2021 06 13 12	34.899
2021 06 13 13	34.899
2021 06 13 14	34.899
2021 06 13 15	34.899
2021 06 13 16	34.899
2021 06 13 17	34.899
2021 06 13 18	34.899
2021 06 13 19	34.899
2021 06 13 20	34.899
2021 06 13 21	34.899
2021 06 13 22	34.899
2021 06 13 23	34.899
2021 06 14 00	34.57
2021 06 14 01	34.57
2021 06 14 02	34.57
2021 06 14 03	34.57
2021 06 14 04	34.57
2021 06 14 05	34.57
2021 06 14 06	34.57
2021 06 14 07	34.57
2021 06 14 08	34.57
2021 06 14 09	34.57
2021 06 14 10	34.57
2021 06 14 11	34.57
2021 06 14 12	34.57
2021 06 14 13	34.57
2021 06 14 14	34.57
2021 06 14 15	34.57
2021 06 14 16	34.57
2021 06 14 17	34.57
2021 06 14 18	34.57
2021 06 14 19	34.57
2021 06 14 20	34.57
2021 06 14 21	34.57
2021 06 14 22	34.57
2021 06 14 23	34.57
2021 06 15 00	34.45
2021 06 15 01	34.45
2021 06 15 02	34.45
2021 06 15 03	34.45
2021 06 15 04	34.45
2021 06 15 05	34.45
2021 06 15 06	34.45
2021 06 15 07	34.45
2021 06 15 08	34.45
2021 06 15 09	34.45
2021 06 15 10	34.45
2021 06 15 11	34.45
2021 06 15 12	34.45
2021 06 15 13	34.45
2021 06 15 14	34.45
2021 06 15 15	34.45
2021 06 15 16	34.45
2021 06 15 17	34.45
2021 06 15 18	34.45
2021 06 15 19	34.45
2021 06 15 20	34.45
2021 06 15 21	34.45
2021 06 15 22	34.45
2021 06 15 23	34.45
2021 06 16 00	34.886
2021 06 16 01	34.886
2021 06 16 02	34.886
2021 06 16 03	34.886
2021 06 16 04	34.886
2021 06 16 05	34.886
2021 06 16 06	34.886
2021 06 16 07	34.886
2021 06 16 08	34.886
2021 06 16 09	34.886
2021 06 16 10	34.886
2021 06 16 11	34.886
2021 06 16 12	34.886
2021 06 16 13	34.886
2021 06 16 14	34.886
2021 06 16 15	34.886
2021 06 16 16	34.886
2021 06 16 17	34.886
2021 06 16 18	34.886
2021 06 16 19	34.886
2021 06 16 20	34.886
2021 06 16 21	34.886
2021 06 16 22	34.886
2021 06 16 23	34.886
2021 06 17 00	34.668
2021 06 17 01	34.668
2021 06 17 02	34.668
2021 06 17 03	34.668
2021 06 17 04	34.668
2021 06 17 05	34.668
2021 06 17 06	34.668
2021 06 17 07	34.668
2021 06 17 08	34.668
2021 06 17 09	34.668
2021 06 17 10	34.668
2021 06 17 11	34.668
2021 06 17 12	34.668
2021 06 17 13	34.668
2021 06 17 14	34.668
2021 06 17 15	34.668
2021 06 17 16	34.668
2021 06 17 17	34.668
2021 06 17 18	34.668
2021 06 17 19	34.668
2021 06 17 20	34.668
2021 06 17 21	34.668
2021 06 17 22	34.668
2021 06 17 23	34.668
2021 06 18 00	33.889
2021 06 18 01	33.889
2021 06 18 02	33.889
2021 06 18 03	33.889
2021 06 18 04	33.889
2021 06 18 05	33.889
2021 06 18 06	33.889
2021 06 18 07	33.889
2021 06 18 08	33.889
2021 06 18 09	33.889
2021 06 18 10	33.889
2021 06 18 11	33.889
2021 06 18 12	33.889
2021 06 18 13	33.889
2021 06 18 14	33.889
2021 06 18 15	33.889
2021 06 18 16	33.889
2021 06 18 17	33.889
2021 06 18 18	33.889
2021 06 18 19	33.889
2021 06 18 20	33.889
2021 06 18 21	33.889
2021 06 18 22	33.889
2021 06 18 23	33.889
2021 06 19 00	33.538
2021 06 19 01	33.538
2021 06 19 02	33.538
2021 06 19 03	33.538
2021 06 19 04	33.538
2021 06 19 05	33.538
2021 06 19 06	33.538
2021 06 19 07	33.538
2021 06 19 08	33.538
2021 06 19 09	33.538
2021 06 19 10	33.538
2021 06 19 11	33.538
2021 06 19 12	33.538
2021 06 19 13	33.538
2021 06 19 14	33.538
2021 06 19 15	33.538
2021 06 19 16	33.538
2021 06 19 17	33.538
2021 06 19 18	33.538
2021 06 19 19	33.538
2021 06 19 20	33.538
2021 06 19 21	33.538
2021 06 19 22	33.538
2021 06 19 23	33.538
2021 06 20 00	33.789
2021 06 20 01	33.789
2021 06 20 02	33.789
2021 06 20 03	33.789
2021 06 20 04	33.789
2021 06 20 05	33.789
2021 06 20 06	33.789
2021 06 20 07	33.789
2021 06 20 08	33.789
2021 06 20 09	33.789
2021 06 20 10	33.789
2021 06 20 11	33.789
2021 06 20 12	33.789
2021 06 20 13	33.789
2021 06 20 14	33.789
2021 06 20 15	33.789
2021 06 20 16	33.789
2021 06 20 17	33.789
2021 06 20 18	33.789
2021 06 20 19	33.789
2021 06 20 20	33.789
2021 06 20 21	33.789
2021 06 20 22	33.789
2021 06 20 23	33.789
2021 06 21 00	34.138
2021 06 21 01	34.138
2021 06 21 02	34.138
2021 06 21 03	34.138
2021 06 21 04	34.138
2021 06 21 05	34.138
2021 06 21 06	34.138
2021 06 21 07	34.138
2021 06 21 08	34.138
2021 06 21 09	34.138
2021 06 21 10	34.138
2021 06 21 11	34.138
2021 06 21 12	34.138
2021 06 21 13	34.138
2021 06 21 14	34.138
2021 06 21 15	34.138
2021 06 21 16	34.138
2021 06 21 17	34.138
2021 06 21 18	34.138
2021 06 21 19	34.138
2021 06 21 20	34.138
2021 06 21 21	34.138
2021 06 21 22	34.138
2021 06 21 23	34.138
2021 06 22 00	34.529
2021 06 22 01	34.529
2021 06 22 02	34.529
2021 06 22 03	34.529
2021 06 22 04	34.529
2021 06 22 05	34.529
2021 06 22 06	34.529
2021 06 22 07	34.529
2021 06 22 08	34.529
2021 06 22 09	34.529
2021 06 22 10	34.529
2021 06 22 11	34.529
2021 06 22 12	34.529
2021 06 22 13	34.529
2021 06 22 14	34.529
2021 06 22 15	34.529
2021 06 22 16	34.529
2021 06 22 17	34.529
2021 06 22 18	34.529
2021 06 22 19	34.529
2021 06 22 20	34.529
2021 06 22 21	34.529
2021 06 22 22	34.529
2021 06 22 23	34.529
2021 06 23 00	34.737
2021 06 23 01	34.737
2021 06 23 02	34.737
2021 06 23 03	34.737
2021 06 23 04	34.737
2021 06 23 05	34.737
2021 06 23 06	34.737
2021 06 23 07	34.737
2021 06 23 08	34.737
2021 06 23 09	34.737
2021 06 23 10	34.737
2021 06 23 11	34.737
2021 06 23 12	34.737
2021 06 23 13	34.737
2021 06 23 14	34.737
2021 06 23 15	34.737
2021 06 23 16	34.737
2021 06 23 17	34.737
2021 06 23 18	34.737
2021 06 23 19	34.737
2021 06 23 20	34.737
2021 06 23 21	34.737
2021 06 23 22	34.737
2021 06 23 23	34.737
2021 06 24 00	34.567
2021 06 24 01	34.567
2021 06 24 02	34.567
2021 06 24 03	34.567
2021 06 24 04	34.567
2021 06 24 05	34.567
2021 06 24 06	34.567
2021 06 24 07	34.567
2021 06 24 08	34.567
2021 06 24 09	34.567
2021 06 24 10	34.567
2021 06 24 11	34.567
2021 06 24 12	34.567
2021 06 24 13	34.567
2021 06 24 14	34.567
2021 06 24 15	34.567
2021 06 24 16	34.567
2021 06 24 17	34.567
2021 06 24 18	34.567
2021 06 24 19	34.567
2021 06 24 20	34.567
2021 06 24 21	34.567
2021 06 24 22	34.567
2021 06 24 23	34.567
2021 06 25 00	34.659
2021 06 25 01	34.659
2021 06 25 02	34.659
2021 06 25 03	34.659
2021 06 25 04	34.659
2021 06 25 05	34.659
2021 06 25 06	34.659
2021 06 25 07	34.659
2021 06 25 08	34.659
2021 06 25 09	34.659
2021 06 25 10	34.659
2021 06 25 11	34.659
2021 06 25 12	34.659
2021 06 25 13	34.659
2021 06 25 14	34.659
2021 06 25 15	34.659
2021 06 25 16	34.659
2021 06 25 17	34.659
2021 06 25 18	34.659
2021 06 25 19	34.659
2021 06 25 20	34.659
2021 06 25 21	34.659
2021 06 25 22	34.659
2021 06 25 23	34.659
2021 06 26 00	34.729
2021 06 26 01	34.729
2021 06 26 02	34.729
2021 06 26 03	34.729
2021 06 26 04	34.729
2021 06 26 05	34.729
2021 06 26 06	34.729
2021 06 26 07	34.729
2021 06 26 08	34.729
2021 06 26 09	34.729
2021 06 26 10	34.729
2021 06 26 11	34.729
2021 06 26 12	34.729
2021 06 26 13	34.729
2021 06 26 14	34.729
2021 06 26 15	34.729
2021 06 26 16	34.729
2021 06 26 17	34.729
2021 06 26 18	34.729
2021 06 26 19	34.729
2021 06 26 20	34.729
2021 06 26 21	34.729
2021 06 26 22	34.729
2021 06 26 23	34.729
2021 06 27 00	34.582
2021 06 27 01	34.582
2021 06 27 02	34.582
2021 06 27 03	34.582
2021 06 27 04	34.582
2021 06 27 05	34.582
2021 06 27 06	34.582
2021 06 27 07	34.582
2021 06 27 08	34.582
2021 06 27 09	34.582
2021 06 27 10	34.582
2021 06 27 11	34.582
2021 06 27 12	34.582
2021 06 27 13	34.582
2021 06 27 14	34.582
2021 06 27 15	34.582
2021 06 27 16	34.582
2021 06 27 17	34.582
2021 06 27 18	34.582
2021 06 27 19	34.582
2021 06 27 20	34.582
2021 06 27 21	34.582
2021 06 27 22	34.582
2021 06 27 23	34.582
2021 06 28 00	34.611
2021 06 28 01	34.611
2021 06 28 02	34.611
2021 06 28 03	34.611
2021 06 28 04	34.611
2021 06 28 05	34.611
2021 06 28 06	34.611
2021 06 28 07	34.611
2021 06 28 08	34.611
2021 06 28 09	34.611
2021 06 28 10	34.611
2021 06 28 11	34.611
2021 06 28 12	34.611
2021 06 28 13	34.611
2021 06 28 14	34.611
2021 06 28 15	34.611
2021 06 28 16	34.611
2021 06 28 17	34.611
2021 06 28 18	34.611
2021 06 28 19	34.611
2021 06 28 20	34.611
2021 06 28 21	34.611
2021 06 28 22	34.611
2021 06 28 23	34.611
2021 06 29 00	34.776
2021 06 29 01	34.776
2021 06 29 02	34.776
2021 06 29 03	34.776
2021 06 29 04	34.776
2021 06 29 05	34.776
2021 06 29 06	34.776
2021 06 29 07	34.776
2021 06 29 08	34.776
2021 06 29 09	34.776
2021 06 29 10	34.776
2021 06 29 11	34.776
2021 06 29 12	34.776
2021 06 29 13	34.776
2021 06 29 14	34.776
2021 06 29 15	34.776
2021 06 29 16	34.776
2021 06 29 17	34.776
2021 06 29 18	34.776
2021 06 29 19	34.776
2021 06 29 20	34.776
2021 06 29 21	34.776
2021 06 29 22	34.776
2021 06 29 23	34.776
2021 06 30 00	34.76
2021 06 30 01	34.76
2021 06 30 02	34.76
2021 06 30 03	34.76
2021 06 30 04	34.76
2021 06 30 05	34.76
2021 06 30 06	34.76
2021 06 30 07	34.76
2021 06 30 08	34.76
2021 06 30 09	34.76
2021 06 30 10	34.76
2021 06 30 11	34.76
2021 06 30 12	34.76
2021 06 30 13	34.76
2021 06 30 14	34.76
2021 06 30 15	34.76
2021 06 30 16	34.76
2021 06 30 17	34.76
2021 06 30 18	34.76
2021 06 30 19	34.76
2021 06 30 20	34.76
2021 06 30 21	34.76
2021 06 30 22	34.76
2021 06 30 23	34.76
2021 07 01 00	34.784
2021 07 01 01	34.784
2021 07 01 02	34.784
2021 07 01 03	34.784
2021 07 01 04	34.784
2021 07 01 05	34.784
2021 07 01 06	34.784
2021 07 01 07	34.784
2021 07 01 08	34.784
2021 07 01 09	34.784
2021 07 01 10	34.784
2021 07 01 11	34.784
2021 07 01 12	34.784
2021 07 01 13	34.784
2021 07 01 14	34.784
2021 07 01 15	34.784
2021 07 01 16	34.784
2021 07 01 17	34.784
2021 07 01 18	34.784
2021 07 01 19	34.784
2021 07 01 20	34.784
2021 07 01 21	34.784
2021 07 01 22	34.784
2021 07 01 23	34.784
2021 07 02 00	34.895
2021 07 02 01	34.895
2021 07 02 02	34.895
2021 07 02 03	34.895
2021 07 02 04	34.895
2021 07 02 05	34.895
2021 07 02 06	34.895
2021 07 02 07	34.895
2021 07 02 08	34.895
2021 07 02 09	34.895
2021 07 02 10	34.895
2021 07 02 11	34.895
2021 07 02 12	34.895
2021 07 02 13	34.895
2021 07 02 14	34.895
2021 07 02 15	34.895
2021 07 02 16	34.895
2021 07 02 17	34.895
2021 07 02 18	34.895
2021 07 02 19	34.895
2021 07 02 20	34.895
2021 07 02 21	34.895
2021 07 02 22	34.895
2021 07 02 23	34.895
2021 07 03 00	34.861
2021 07 03 01	34.861
2021 07 03 02	34.861
2021 07 03 03	34.861
2021 07 03 04	34.861
2021 07 03 05	34.861
2021 07 03 06	34.861
2021 07 03 07	34.861
2021 07 03 08	34.861
2021 07 03 09	34.861
2021 07 03 10	34.861
2021 07 03 11	34.861
2021 07 03 12	34.861
2021 07 03 13	34.861
2021 07 03 14	34.861
2021 07 03 15	34.861
2021 07 03 16	34.861
2021 07 03 17	34.861
2021 07 03 18	34.861
2021 07 03 19	34.861
2021 07 03 20	34.861
2021 07 03 21	34.861
2021 07 03 22	34.861
2021 07 03 23	34.861
2021 07 04 00	34.835
2021 07 04 01	34.835
2021 07 04 02	34.835
2021 07 04 03	34.835
2021 07 04 04	34.835
2021 07 04 05	34.835
2021 07 04 06	34.835
2021 07 04 07	34.835
2021 07 04 08	34.835
2021 07 04 09	34.835
2021 07 04 10	34.835
2021 07 04 11	34.835
2021 07 04 12	34.835
2021 07 04 13	34.835
2021 07 04 14	34.835
2021 07 04 15	34.835
2021 07 04 16	34.835
2021 07 04 17	34.835
2021 07 04 18	34.835
2021 07 04 19	34.835
2021 07 04 20	34.835
2021 07 04 21	34.835
2021 07 04 22	34.835
2021 07 04 23	34.835
2021 07 05 00	34.893
2021 07 05 01	34.893
2021 07 05 02	34.893
2021 07 05 03	34.893
2021 07 05 04	34.893
2021 07 05 05	34.893
2021 07 05 06	34.893
2021 07 05 07	34.893
2021 07 05 08	34.893
2021 07 05 09	34.893
2021 07 05 10	34.893
2021 07 05 11	34.893
2021 07 05 12	34.893
2021 07 05 13	34.893
2021 07 05 14	34.893
2021 07 05 15	34.893
2021 07 05 16	34.893
2021 07 05 17	34.893
2021 07 05 18	34.893
2021 07 05 19	34.893
2021 07 05 20	34.893
2021 07 05 21	34.893
2021 07 05 22	34.893
2021 07 05 23	34.893
2021 07 06 00	34.821
2021 07 06 01	34.821
2021 07 06 02	34.821
2021 07 06 03	34.821
2021 07 06 04	34.821
2021 07 06 05	34.821
2021 07 06 06	34.821
2021 07 06 07	34.821
2021 07 06 08	34.821
2021 07 06 09	34.821
2021 07 06 10	34.821
2021 07 06 11	34.821
2021 07 06 12	34.821
2021 07 06 13	34.821
2021 07 06 14	34.821
2021 07 06 15	34.821
2021 07 06 16	34.821
2021 07 06 17	34.821
2021 07 06 18	34.821
2021 07 06 19	34.821
2021 07 06 20	34.821
2021 07 06 21	34.821
2021 07 06 22	34.821
2021 07 06 23	34.821
2021 07 07 00	34.87
2021 07 07 01	34.87
2021 07 07 02	34.87
2021 07 07 03	34.87
2021 07 07 04	34.87
2021 07 07 05	34.87
2021 07 07 06	34.87
2021 07 07 07	34.87
2021 07 07 08	34.87
2021 07 07 09	34.87
2021 07 07 10	34.87
2021 07 07 11	34.87
2021 07 07 12	34.87
2021 07 07 13	34.87
2021 07 07 14	34.87
2021 07 07 15	34.87
2021 07 07 16	34.87
2021 07 07 17	34.87
2021 07 07 18	34.87
2021 07 07 19	34.87
2021 07 07 20	34.87
2021 07 07 21	34.87
2021 07 07 22	34.87
2021 07 07 23	34.87
2021 07 08 00	34.953
2021 07 08 01	34.953
2021 07 08 02	34.953
2021 07 08 03	34.953
2021 07 08 04	34.953
2021 07 08 05	34.953
2021 07 08 06	34.953
2021 07 08 07	34.953
2021 07 08 08	34.953
2021 07 08 09	34.953
2021 07 08 10	34.953
2021 07 08 11	34.953
2021 07 08 12	34.953
2021 07 08 13	34.953
2021 07 08 14	34.953
2021 07 08 15	34.953
2021 07 08 16	34.953
2021 07 08 17	34.953
2021 07 08 18	34.953
2021 07 08 19	34.953
2021 07 08 20	34.953
2021 07 08 21	34.953
2021 07 08 22	34.953
2021 07 08 23	34.953
