Valor nulo: -9999.9	
Fecha (GMT)	Salinidad(psu)
2022 08 03 17	35.13
2022 08 03 18	35.13
2022 08 03 19	35.13
2022 08 03 20	35.13
2022 08 03 21	35.13
2022 08 03 22	35.13
2022 08 03 23	35.13
2022 08 04 00	35.006
2022 08 04 01	35.006
2022 08 04 02	35.006
2022 08 04 03	35.006
2022 08 04 04	35.006
2022 08 04 05	35.006
2022 08 04 06	35.006
2022 08 04 07	35.006
2022 08 04 08	35.006
2022 08 04 09	35.006
2022 08 04 10	35.006
2022 08 04 11	35.006
2022 08 04 12	35.006
2022 08 04 13	35.006
2022 08 04 14	35.006
2022 08 04 15	35.006
2022 08 04 16	35.006
2022 08 04 17	35.006
2022 08 04 18	35.006
2022 08 04 19	35.006
2022 08 04 20	35.006
2022 08 04 21	35.006
2022 08 04 22	35.006
2022 08 04 23	35.006
2022 08 05 00	34.956
2022 08 05 01	34.956
2022 08 05 02	34.956
2022 08 05 03	34.956
2022 08 05 04	34.956
2022 08 05 05	34.956
2022 08 05 06	34.956
2022 08 05 07	34.956
2022 08 05 08	34.956
2022 08 05 09	34.956
2022 08 05 10	34.956
2022 08 05 11	34.956
2022 08 05 12	34.956
2022 08 05 13	34.956
2022 08 05 14	34.956
2022 08 05 15	34.956
2022 08 05 16	34.956
2022 08 05 17	34.956
2022 08 05 18	34.956
2022 08 05 19	34.956
2022 08 05 20	34.956
2022 08 05 21	34.956
2022 08 05 22	34.956
2022 08 05 23	34.956
2022 08 06 00	34.988
2022 08 06 01	34.988
2022 08 06 02	34.988
2022 08 06 03	34.988
2022 08 06 04	34.988
2022 08 06 05	34.988
2022 08 06 06	34.988
2022 08 06 07	34.988
2022 08 06 08	34.988
2022 08 06 09	34.988
2022 08 06 10	34.988
2022 08 06 11	34.988
2022 08 06 12	34.988
2022 08 06 13	34.988
2022 08 06 14	34.988
2022 08 06 15	34.988
2022 08 06 16	34.988
2022 08 06 17	34.988
2022 08 06 18	34.988
2022 08 06 19	34.988
2022 08 06 20	34.988
2022 08 06 21	34.988
2022 08 06 22	34.988
2022 08 06 23	34.988
2022 08 07 00	35.077
2022 08 07 01	35.077
2022 08 07 02	35.077
2022 08 07 03	35.077
2022 08 07 04	35.077
2022 08 07 05	35.077
2022 08 07 06	35.077
2022 08 07 07	35.077
2022 08 07 08	35.077
2022 08 07 09	35.077
2022 08 07 10	35.077
2022 08 07 11	35.077
2022 08 07 12	35.077
2022 08 07 13	35.077
2022 08 07 14	35.077
2022 08 07 15	35.077
2022 08 07 16	35.077
2022 08 07 17	35.077
2022 08 07 18	35.077
2022 08 07 19	35.077
2022 08 07 20	35.077
2022 08 07 21	35.077
2022 08 07 22	35.077
2022 08 07 23	35.077
2022 08 08 00	35.114
2022 08 08 01	35.114
2022 08 08 02	35.114
2022 08 08 03	35.114
2022 08 08 04	35.114
2022 08 08 05	35.114
2022 08 08 06	35.114
2022 08 08 07	35.114
2022 08 08 08	35.114
2022 08 08 09	35.114
2022 08 08 10	35.114
2022 08 08 11	35.114
2022 08 08 12	35.114
2022 08 08 13	35.114
2022 08 08 14	35.114
2022 08 08 15	35.114
2022 08 08 16	35.114
2022 08 08 17	35.114
2022 08 08 18	35.114
2022 08 08 19	35.114
2022 08 08 20	35.114
2022 08 08 21	35.114
2022 08 08 22	35.114
2022 08 08 23	35.114
2022 08 09 00	35.166
2022 08 09 01	35.166
2022 08 09 02	35.166
2022 08 09 03	35.166
2022 08 09 04	35.166
2022 08 09 05	35.166
2022 08 09 06	35.166
2022 08 09 07	35.166
2022 08 09 08	35.166
2022 08 09 09	35.166
2022 08 09 10	35.166
2022 08 09 11	35.166
2022 08 09 12	35.166
2022 08 09 13	35.166
2022 08 09 14	35.166
2022 08 09 15	35.166
2022 08 09 16	35.166
2022 08 09 17	35.166
2022 08 09 18	35.166
2022 08 09 19	35.166
2022 08 09 20	35.166
2022 08 09 21	35.166
2022 08 09 22	35.166
2022 08 09 23	35.166
2022 08 10 00	35.113
2022 08 10 01	35.113
2022 08 10 02	35.113
2022 08 10 03	35.113
2022 08 10 04	35.113
2022 08 10 05	35.113
2022 08 10 06	35.113
2022 08 10 07	35.113
2022 08 10 08	35.113
2022 08 10 09	35.113
2022 08 10 10	35.113
2022 08 10 11	35.113
2022 08 10 12	35.113
2022 08 10 13	35.113
2022 08 10 14	35.113
2022 08 10 15	35.113
2022 08 10 16	35.113
2022 08 10 17	35.113
2022 08 10 18	35.113
2022 08 10 19	35.113
2022 08 10 20	35.113
2022 08 10 21	35.113
2022 08 10 22	35.113
2022 08 10 23	35.113
2022 08 11 00	35.059
2022 08 11 01	35.059
2022 08 11 02	35.059
2022 08 11 03	35.059
2022 08 11 04	35.059
2022 08 11 05	35.059
2022 08 11 06	35.059
2022 08 11 07	35.059
2022 08 11 08	35.059
2022 08 11 09	35.059
2022 08 11 10	35.059
2022 08 11 11	35.059
2022 08 11 12	35.059
2022 08 11 13	35.059
2022 08 11 14	35.059
2022 08 11 15	35.059
2022 08 11 16	35.059
2022 08 11 17	35.059
2022 08 11 18	35.059
2022 08 11 19	35.059
2022 08 11 20	35.059
2022 08 11 21	35.059
2022 08 11 22	35.059
2022 08 11 23	35.059
2022 08 12 00	34.953
2022 08 12 01	34.953
2022 08 12 02	34.953
2022 08 12 03	34.953
2022 08 12 04	34.953
2022 08 12 05	34.953
2022 08 12 06	34.953
2022 08 12 07	34.953
2022 08 12 08	34.953
2022 08 12 09	34.953
2022 08 12 10	34.953
2022 08 12 11	34.953
2022 08 12 12	34.953
2022 08 12 13	34.953
2022 08 12 14	34.953
2022 08 12 15	34.953
2022 08 12 16	34.953
2022 08 12 17	34.953
2022 08 12 18	34.953
2022 08 12 19	34.953
2022 08 12 20	34.953
2022 08 12 21	34.953
2022 08 12 22	34.953
2022 08 12 23	34.953
2022 08 13 00	34.941
2022 08 13 01	34.941
2022 08 13 02	34.941
2022 08 13 03	34.941
2022 08 13 04	34.941
2022 08 13 05	34.941
2022 08 13 06	34.941
2022 08 13 07	34.941
2022 08 13 08	34.941
2022 08 13 09	34.941
2022 08 13 10	34.941
2022 08 13 11	34.941
2022 08 13 12	34.941
2022 08 13 13	34.941
2022 08 13 14	34.941
2022 08 13 15	34.941
2022 08 13 16	34.941
2022 08 13 17	34.941
2022 08 13 18	34.941
2022 08 13 19	34.941
2022 08 13 20	34.941
2022 08 13 21	34.941
2022 08 13 22	34.941
2022 08 13 23	34.941
2022 08 14 00	35.001
2022 08 14 01	35.001
2022 08 14 02	35.001
2022 08 14 03	35.001
2022 08 14 04	35.001
2022 08 14 05	35.001
2022 08 14 06	35.001
2022 08 14 07	35.001
2022 08 14 08	35.001
2022 08 14 09	35.001
2022 08 14 10	35.001
2022 08 14 11	35.001
2022 08 14 12	35.001
2022 08 14 13	35.001
2022 08 14 14	35.001
2022 08 14 15	35.001
2022 08 14 16	35.001
2022 08 14 17	35.001
2022 08 14 18	35.001
2022 08 14 19	35.001
2022 08 14 20	35.001
2022 08 14 21	35.001
2022 08 14 22	35.001
2022 08 14 23	35.001
2022 08 15 00	35.089
2022 08 15 01	35.089
2022 08 15 02	35.089
2022 08 15 03	35.089
2022 08 15 04	35.089
2022 08 15 05	35.089
2022 08 15 06	35.089
2022 08 15 07	35.089
2022 08 15 08	35.089
2022 08 15 09	35.089
2022 08 15 10	35.089
2022 08 15 11	35.089
2022 08 15 12	35.089
2022 08 15 13	35.089
2022 08 15 14	35.089
2022 08 15 15	35.089
2022 08 15 16	35.089
2022 08 15 17	35.089
2022 08 15 18	35.089
2022 08 15 19	35.089
2022 08 15 20	35.089
2022 08 15 21	35.089
2022 08 15 22	35.089
2022 08 15 23	35.089
2022 08 16 00	35.061
2022 08 16 01	35.061
2022 08 16 02	35.061
2022 08 16 03	35.061
2022 08 16 04	35.061
2022 08 16 05	35.061
2022 08 16 06	35.061
2022 08 16 07	35.061
2022 08 16 08	35.061
2022 08 16 09	35.061
2022 08 16 10	35.061
2022 08 16 11	35.061
2022 08 16 12	35.061
2022 08 16 13	35.061
2022 08 16 14	35.061
2022 08 16 15	35.061
2022 08 16 16	35.061
2022 08 16 17	35.061
2022 08 16 18	35.061
2022 08 16 19	35.061
2022 08 16 20	35.061
2022 08 16 21	35.061
2022 08 16 22	35.061
2022 08 16 23	35.061
2022 08 17 00	35.125
2022 08 17 01	35.125
2022 08 17 02	35.125
2022 08 17 03	35.125
2022 08 17 04	35.125
2022 08 17 05	35.125
2022 08 17 06	35.125
2022 08 17 07	35.125
2022 08 17 08	35.125
2022 08 17 09	35.125
2022 08 17 10	35.125
2022 08 17 11	35.125
2022 08 17 12	35.125
2022 08 17 13	35.125
2022 08 17 14	35.125
2022 08 17 15	35.125
2022 08 17 16	35.125
2022 08 17 17	35.125
2022 08 17 18	35.125
2022 08 17 19	35.125
2022 08 17 20	35.125
2022 08 17 21	35.125
2022 08 17 22	35.125
2022 08 17 23	35.125
2022 08 18 00	34.946
2022 08 18 01	34.946
2022 08 18 02	34.946
2022 08 18 03	34.946
2022 08 18 04	34.946
2022 08 18 05	34.946
2022 08 18 06	34.946
2022 08 18 07	34.946
2022 08 18 08	34.946
2022 08 18 09	34.946
2022 08 18 10	34.946
2022 08 18 11	34.946
2022 08 18 12	34.946
2022 08 18 13	34.946
2022 08 18 14	34.946
2022 08 18 15	34.946
2022 08 18 16	34.946
2022 08 18 17	34.946
2022 08 18 18	34.946
2022 08 18 19	34.946
2022 08 18 20	34.946
2022 08 18 21	34.946
2022 08 18 22	34.946
2022 08 18 23	34.946
2022 08 19 00	34.872
2022 08 19 01	34.872
2022 08 19 02	34.872
2022 08 19 03	34.872
2022 08 19 04	34.872
2022 08 19 05	34.872
2022 08 19 06	34.872
2022 08 19 07	34.872
2022 08 19 08	34.872
2022 08 19 09	34.872
2022 08 19 10	34.872
2022 08 19 11	34.872
2022 08 19 12	34.872
2022 08 19 13	34.872
2022 08 19 14	34.872
2022 08 19 15	34.872
2022 08 19 16	34.872
2022 08 19 17	34.872
2022 08 19 18	34.872
2022 08 19 19	34.872
2022 08 19 20	34.872
2022 08 19 21	34.872
2022 08 19 22	34.872
2022 08 19 23	34.872
2022 08 20 00	34.839
2022 08 20 01	34.839
2022 08 20 02	34.839
2022 08 20 03	34.839
2022 08 20 04	34.839
2022 08 20 05	34.839
2022 08 20 06	34.839
2022 08 20 07	34.839
2022 08 20 08	34.839
2022 08 20 09	34.839
2022 08 20 10	34.839
2022 08 20 11	34.839
2022 08 20 12	34.839
2022 08 20 13	34.839
2022 08 20 14	34.839
2022 08 20 15	34.839
2022 08 20 16	34.839
2022 08 20 17	34.839
2022 08 20 18	34.839
2022 08 20 19	34.839
2022 08 20 20	34.839
2022 08 20 21	34.839
2022 08 20 22	34.839
2022 08 20 23	34.839
2022 08 21 00	34.779
2022 08 21 01	34.779
2022 08 21 02	34.779
2022 08 21 03	34.779
2022 08 21 04	34.779
2022 08 21 05	34.779
2022 08 21 06	34.779
2022 08 21 07	34.779
2022 08 21 08	34.779
2022 08 21 09	34.779
2022 08 21 10	34.779
2022 08 21 11	34.779
2022 08 21 12	34.779
2022 08 21 13	34.779
2022 08 21 14	34.779
2022 08 21 15	34.779
2022 08 21 16	34.779
2022 08 21 17	34.779
2022 08 21 18	34.779
2022 08 21 19	34.779
2022 08 21 20	34.779
2022 08 21 21	34.779
2022 08 21 22	34.779
2022 08 21 23	34.779
2022 08 22 00	34.805
2022 08 22 01	34.805
2022 08 22 02	34.805
2022 08 22 03	34.805
2022 08 22 04	34.805
2022 08 22 05	34.805
2022 08 22 06	34.805
2022 08 22 07	34.805
2022 08 22 08	34.805
2022 08 22 09	34.805
2022 08 22 10	34.805
2022 08 22 11	34.805
2022 08 22 12	34.805
2022 08 22 13	34.805
2022 08 22 14	34.805
2022 08 22 15	34.805
2022 08 22 16	34.805
2022 08 22 17	34.805
2022 08 22 18	34.805
2022 08 22 19	34.805
2022 08 22 20	34.805
2022 08 22 21	34.805
2022 08 22 22	34.805
2022 08 22 23	34.805
2022 08 23 00	34.777
2022 08 23 01	34.777
2022 08 23 02	34.777
2022 08 23 03	34.777
2022 08 23 04	34.777
2022 08 23 05	34.777
2022 08 23 06	34.777
2022 08 23 07	34.777
2022 08 23 08	34.777
2022 08 23 09	34.777
2022 08 23 10	34.777
2022 08 23 11	34.777
2022 08 23 12	34.777
2022 08 23 13	34.777
2022 08 23 14	34.777
2022 08 23 15	34.777
2022 08 23 16	34.777
2022 08 23 17	34.777
2022 08 23 18	34.777
2022 08 23 19	34.777
2022 08 23 20	34.777
2022 08 23 21	34.777
2022 08 23 22	34.777
2022 08 23 23	34.777
2022 08 24 00	34.871
2022 08 24 01	34.871
2022 08 24 02	34.871
2022 08 24 03	34.871
2022 08 24 04	34.871
2022 08 24 05	34.871
2022 08 24 06	34.871
2022 08 24 07	34.871
2022 08 24 08	34.871
2022 08 24 09	34.871
2022 08 24 10	34.871
2022 08 24 11	34.871
2022 08 24 12	34.871
2022 08 24 13	34.871
2022 08 24 14	34.871
2022 08 24 15	34.871
2022 08 24 16	34.871
2022 08 24 17	34.871
2022 08 24 18	34.871
2022 08 24 19	34.871
2022 08 24 20	34.871
2022 08 24 21	34.871
2022 08 24 22	34.871
2022 08 24 23	34.871
2022 08 25 00	34.825
2022 08 25 01	34.825
2022 08 25 02	34.825
2022 08 25 03	34.825
2022 08 25 04	34.825
2022 08 25 05	34.825
2022 08 25 06	34.825
2022 08 25 07	34.825
2022 08 25 08	34.825
2022 08 25 09	34.825
2022 08 25 10	34.825
2022 08 25 11	34.825
2022 08 25 12	34.825
2022 08 25 13	34.825
2022 08 25 14	34.825
2022 08 25 15	34.825
2022 08 25 16	34.825
2022 08 25 17	34.825
2022 08 25 18	34.825
2022 08 25 19	34.825
2022 08 25 20	34.825
2022 08 25 21	34.825
2022 08 25 22	34.825
2022 08 25 23	34.825
2022 08 26 00	34.734
2022 08 26 01	34.734
2022 08 26 02	34.734
2022 08 26 03	34.734
2022 08 26 04	34.734
2022 08 26 05	34.734
2022 08 26 06	34.734
2022 08 26 07	34.734
2022 08 26 08	34.734
2022 08 26 09	34.734
2022 08 26 10	34.734
2022 08 26 11	34.734
2022 08 26 12	34.734
2022 08 26 13	34.734
2022 08 26 14	34.734
2022 08 26 15	34.734
2022 08 26 16	34.734
2022 08 26 17	34.734
2022 08 26 18	34.734
2022 08 26 19	34.734
2022 08 26 20	34.734
2022 08 26 21	34.734
2022 08 26 22	34.734
2022 08 26 23	34.734
2022 08 27 00	34.883
2022 08 27 01	34.883
2022 08 27 02	34.883
2022 08 27 03	34.883
2022 08 27 04	34.883
2022 08 27 05	34.883
2022 08 27 06	34.883
2022 08 27 07	34.883
2022 08 27 08	34.883
2022 08 27 09	34.883
2022 08 27 10	34.883
2022 08 27 11	34.883
2022 08 27 12	34.883
2022 08 27 13	34.883
2022 08 27 14	34.883
2022 08 27 15	34.883
2022 08 27 16	34.883
2022 08 27 17	34.883
2022 08 27 18	34.883
2022 08 27 19	34.883
2022 08 27 20	34.883
2022 08 27 21	34.883
2022 08 27 22	34.883
2022 08 27 23	34.883
2022 08 28 00	35.045
2022 08 28 01	35.045
2022 08 28 02	35.045
2022 08 28 03	35.045
2022 08 28 04	35.045
2022 08 28 05	35.045
2022 08 28 06	35.045
2022 08 28 07	35.045
2022 08 28 08	35.045
2022 08 28 09	35.045
2022 08 28 10	35.045
2022 08 28 11	35.045
2022 08 28 12	35.045
2022 08 28 13	35.045
2022 08 28 14	35.045
2022 08 28 15	35.045
2022 08 28 16	35.045
2022 08 28 17	35.045
2022 08 28 18	35.045
2022 08 28 19	35.045
2022 08 28 20	35.045
2022 08 28 21	35.045
2022 08 28 22	35.045
2022 08 28 23	35.045
2022 08 29 00	35.048
2022 08 29 01	35.048
2022 08 29 02	35.048
2022 08 29 03	35.048
2022 08 29 04	35.048
2022 08 29 05	35.048
2022 08 29 06	35.048
2022 08 29 07	35.048
2022 08 29 08	35.048
2022 08 29 09	35.048
2022 08 29 10	35.048
2022 08 29 11	35.048
2022 08 29 12	35.048
2022 08 29 13	35.048
2022 08 29 14	35.048
2022 08 29 15	35.048
2022 08 29 16	35.048
2022 08 29 17	35.048
2022 08 29 18	35.048
2022 08 29 19	35.048
2022 08 29 20	35.048
2022 08 29 21	35.048
2022 08 29 22	35.048
2022 08 29 23	35.048
2022 08 30 00	34.895
2022 08 30 01	34.895
2022 08 30 02	34.895
2022 08 30 03	34.895
2022 08 30 04	34.895
2022 08 30 05	34.895
2022 08 30 06	34.895
2022 08 30 07	34.895
2022 08 30 08	34.895
2022 08 30 09	34.895
2022 08 30 10	34.895
2022 08 30 11	34.895
2022 08 30 12	34.895
2022 08 30 13	34.895
2022 08 30 14	34.895
2022 08 30 15	34.895
2022 08 30 16	34.895
2022 08 30 17	34.895
2022 08 30 18	34.895
2022 08 30 19	34.895
2022 08 30 20	34.895
2022 08 30 21	34.895
2022 08 30 22	34.895
2022 08 30 23	34.895
2022 08 31 00	34.758
2022 08 31 01	34.758
2022 08 31 02	34.758
2022 08 31 03	34.758
2022 08 31 04	34.758
2022 08 31 05	34.758
2022 08 31 06	34.758
2022 08 31 07	34.758
2022 08 31 08	34.758
2022 08 31 09	34.758
2022 08 31 10	34.758
2022 08 31 11	34.758
2022 08 31 12	34.758
2022 08 31 13	34.758
2022 08 31 14	34.758
2022 08 31 15	34.758
2022 08 31 16	34.758
2022 08 31 17	34.758
2022 08 31 18	34.758
2022 08 31 19	34.758
2022 08 31 20	34.758
2022 08 31 21	34.758
2022 08 31 22	34.758
2022 08 31 23	34.758
2022 09 01 00	34.59
2022 09 01 01	34.59
2022 09 01 02	34.59
2022 09 01 03	34.59
2022 09 01 04	34.59
2022 09 01 05	34.59
2022 09 01 06	34.59
2022 09 01 07	34.59
2022 09 01 08	34.59
2022 09 01 09	34.59
2022 09 01 10	34.59
2022 09 01 11	34.59
2022 09 01 12	34.59
2022 09 01 13	34.59
2022 09 01 14	34.59
2022 09 01 15	34.59
2022 09 01 16	34.59
2022 09 01 17	34.59
2022 09 01 18	34.59
2022 09 01 19	34.59
2022 09 01 20	34.59
2022 09 01 21	34.59
2022 09 01 22	34.59
2022 09 01 23	34.59
2022 09 02 00	34.689
2022 09 02 01	34.689
2022 09 02 02	34.689
2022 09 02 03	34.689
2022 09 02 04	34.689
2022 09 02 05	34.689
2022 09 02 06	34.689
2022 09 02 07	34.689
2022 09 02 08	34.689
2022 09 02 09	34.689
2022 09 02 10	34.689
2022 09 02 11	34.689
2022 09 02 12	34.689
2022 09 02 13	34.689
2022 09 02 14	34.689
2022 09 02 15	34.689
2022 09 02 16	34.689
2022 09 02 17	34.689
2022 09 02 18	34.689
2022 09 02 19	34.689
2022 09 02 20	34.689
2022 09 02 21	34.689
2022 09 02 22	34.689
2022 09 02 23	34.689
2022 09 03 00	34.883
2022 09 03 01	34.883
2022 09 03 02	34.883
2022 09 03 03	34.883
2022 09 03 04	34.883
2022 09 03 05	34.883
2022 09 03 06	34.883
2022 09 03 07	34.883
2022 09 03 08	34.883
2022 09 03 09	34.883
2022 09 03 10	34.883
2022 09 03 11	34.883
2022 09 03 12	34.883
2022 09 03 13	34.883
2022 09 03 14	34.883
2022 09 03 15	34.883
2022 09 03 16	34.883
2022 09 03 17	34.883
2022 09 03 18	34.883
2022 09 03 19	34.883
2022 09 03 20	34.883
2022 09 03 21	34.883
2022 09 03 22	34.883
2022 09 03 23	34.883
2022 09 04 00	34.909
2022 09 04 01	34.909
2022 09 04 02	34.909
2022 09 04 03	34.909
2022 09 04 04	34.909
2022 09 04 05	34.909
2022 09 04 06	34.909
2022 09 04 07	34.909
2022 09 04 08	34.909
2022 09 04 09	34.909
2022 09 04 10	34.909
2022 09 04 11	34.909
2022 09 04 12	34.909
2022 09 04 13	34.909
2022 09 04 14	34.909
2022 09 04 15	34.909
2022 09 04 16	34.909
2022 09 04 17	34.909
2022 09 04 18	34.909
2022 09 04 19	34.909
2022 09 04 20	34.909
2022 09 04 21	34.909
2022 09 04 22	34.909
2022 09 04 23	34.909
2022 09 05 00	34.84
2022 09 05 01	34.84
2022 09 05 02	34.84
2022 09 05 03	34.84
2022 09 05 04	34.84
2022 09 05 05	34.84
2022 09 05 06	34.84
2022 09 05 07	34.84
2022 09 05 08	34.84
2022 09 05 09	34.84
2022 09 05 10	34.84
2022 09 05 11	34.84
2022 09 05 12	34.84
2022 09 05 13	34.84
2022 09 05 14	34.84
2022 09 05 15	34.84
2022 09 05 16	34.84
2022 09 05 17	34.84
2022 09 05 18	34.84
2022 09 05 19	34.84
2022 09 05 20	34.84
2022 09 05 21	34.84
2022 09 05 22	34.84
2022 09 05 23	34.84
2022 09 06 00	34.825
2022 09 06 01	34.825
2022 09 06 02	34.825
2022 09 06 03	34.825
2022 09 06 04	34.825
2022 09 06 05	34.825
2022 09 06 06	34.825
2022 09 06 07	34.825
2022 09 06 08	34.825
2022 09 06 09	34.825
2022 09 06 10	34.825
2022 09 06 11	34.825
2022 09 06 12	34.825
2022 09 06 13	34.825
2022 09 06 14	34.825
2022 09 06 15	34.825
2022 09 06 16	34.825
2022 09 06 17	34.825
2022 09 06 18	34.825
2022 09 06 19	34.825
2022 09 06 20	34.825
2022 09 06 21	34.825
2022 09 06 22	34.825
2022 09 06 23	34.825
2022 09 07 00	34.867
2022 09 07 01	34.867
2022 09 07 02	34.867
2022 09 07 03	34.867
2022 09 07 04	34.867
2022 09 07 05	34.867
2022 09 07 06	34.867
2022 09 07 07	34.867
2022 09 07 08	34.867
2022 09 07 09	34.867
2022 09 07 10	34.867
2022 09 07 11	34.867
2022 09 07 12	34.867
2022 09 07 13	34.867
2022 09 07 14	34.867
2022 09 07 15	34.867
2022 09 07 16	34.867
2022 09 07 17	34.867
2022 09 07 18	34.867
2022 09 07 19	34.867
2022 09 07 20	34.867
2022 09 07 21	34.867
2022 09 07 22	34.867
2022 09 07 23	34.867
2022 09 08 00	34.859
2022 09 08 01	34.859
2022 09 08 02	34.859
2022 09 08 03	34.859
2022 09 08 04	34.859
2022 09 08 05	34.859
2022 09 08 06	34.859
2022 09 08 07	34.859
2022 09 08 08	34.859
2022 09 08 09	34.859
2022 09 08 10	34.859
2022 09 08 11	34.859
2022 09 08 12	34.859
2022 09 08 13	34.859
2022 09 08 14	34.859
2022 09 08 15	34.859
2022 09 08 16	34.859
2022 09 08 17	34.859
2022 09 08 18	34.859
2022 09 08 19	34.859
2022 09 08 20	34.859
2022 09 08 21	34.859
2022 09 08 22	34.859
2022 09 08 23	34.859
2022 09 09 00	34.881
2022 09 09 01	34.881
2022 09 09 02	34.881
2022 09 09 03	34.881
2022 09 09 04	34.881
2022 09 09 05	34.881
2022 09 09 06	34.881
2022 09 09 07	34.881
2022 09 09 08	34.881
2022 09 09 09	34.881
2022 09 09 10	34.881
2022 09 09 11	34.881
2022 09 09 12	34.881
2022 09 09 13	34.881
2022 09 09 14	34.881
2022 09 09 15	34.881
2022 09 09 16	34.881
2022 09 09 17	34.881
2022 09 09 18	34.881
2022 09 09 19	34.881
2022 09 09 20	34.881
2022 09 09 21	34.881
2022 09 09 22	34.881
2022 09 09 23	34.881
2022 09 10 00	34.869
2022 09 10 01	34.869
2022 09 10 02	34.869
2022 09 10 03	34.869
2022 09 10 04	34.869
2022 09 10 05	34.869
2022 09 10 06	34.869
2022 09 10 07	34.869
2022 09 10 08	34.869
2022 09 10 09	34.869
2022 09 10 10	34.869
2022 09 10 11	34.869
2022 09 10 12	34.869
2022 09 10 13	34.869
2022 09 10 14	34.869
2022 09 10 15	34.869
2022 09 10 16	34.869
2022 09 10 17	34.869
2022 09 10 18	34.869
2022 09 10 19	34.869
2022 09 10 20	34.869
2022 09 10 21	34.869
2022 09 10 22	34.869
2022 09 10 23	34.869
2022 09 11 00	35.082
2022 09 11 01	35.082
2022 09 11 02	35.082
2022 09 11 03	35.082
2022 09 11 04	35.082
2022 09 11 05	35.082
2022 09 11 06	35.082
2022 09 11 07	35.082
2022 09 11 08	35.082
2022 09 11 09	35.082
2022 09 11 10	35.082
2022 09 11 11	35.082
2022 09 11 12	35.082
2022 09 11 13	35.082
2022 09 11 14	35.082
2022 09 11 15	35.082
2022 09 11 16	35.082
2022 09 11 17	35.082
2022 09 11 18	35.082
2022 09 11 19	35.082
2022 09 11 20	35.082
2022 09 11 21	35.082
2022 09 11 22	35.082
2022 09 11 23	35.082
2022 09 12 00	34.974
2022 09 12 01	34.974
2022 09 12 02	34.974
2022 09 12 03	34.974
2022 09 12 04	34.974
2022 09 12 05	34.974
2022 09 12 06	34.974
2022 09 12 07	34.974
2022 09 12 08	34.974
2022 09 12 09	34.974
2022 09 12 10	34.974
2022 09 12 11	34.974
2022 09 12 12	34.974
2022 09 12 13	34.974
2022 09 12 14	34.974
2022 09 12 15	34.974
2022 09 12 16	34.974
2022 09 12 17	34.974
2022 09 12 18	34.974
2022 09 12 19	34.974
2022 09 12 20	34.974
2022 09 12 21	34.974
2022 09 12 22	34.974
2022 09 12 23	34.974
2022 09 13 00	34.897
2022 09 13 01	34.897
2022 09 13 02	34.897
2022 09 13 03	34.897
2022 09 13 04	34.897
2022 09 13 05	34.897
2022 09 13 06	34.897
2022 09 13 07	34.897
2022 09 13 08	34.897
2022 09 13 09	34.897
2022 09 13 10	34.897
2022 09 13 11	34.897
2022 09 13 12	34.897
2022 09 13 13	34.897
2022 09 13 14	34.897
2022 09 13 15	34.897
2022 09 13 16	34.897
2022 09 13 17	34.897
2022 09 13 18	34.897
2022 09 13 19	34.897
2022 09 13 20	34.897
2022 09 13 21	34.897
2022 09 13 22	34.897
2022 09 13 23	34.897
2022 09 14 00	34.873
2022 09 14 01	34.873
2022 09 14 02	34.873
2022 09 14 03	34.873
2022 09 14 04	34.873
2022 09 14 05	34.873
2022 09 14 06	34.873
2022 09 14 07	34.873
2022 09 14 08	34.873
2022 09 14 09	34.873
2022 09 14 10	34.873
2022 09 14 11	34.873
2022 09 14 12	34.873
2022 09 14 13	34.873
2022 09 14 14	34.873
2022 09 14 15	34.873
2022 09 14 16	34.873
2022 09 14 17	34.873
2022 09 14 18	34.873
2022 09 14 19	34.873
2022 09 14 20	34.873
2022 09 14 21	34.873
2022 09 14 22	34.873
2022 09 14 23	34.873
2022 09 15 00	34.744
2022 09 15 01	34.744
2022 09 15 02	34.744
2022 09 15 03	34.744
2022 09 15 04	34.744
2022 09 15 05	34.744
2022 09 15 06	34.744
2022 09 15 07	34.744
2022 09 15 08	34.744
2022 09 15 09	34.744
2022 09 15 10	34.744
2022 09 15 11	34.744
2022 09 15 12	34.744
2022 09 15 13	34.744
2022 09 15 14	34.744
2022 09 15 15	34.744
2022 09 15 16	34.744
2022 09 15 17	34.744
2022 09 15 18	34.744
2022 09 15 19	34.744
2022 09 15 20	34.744
2022 09 15 21	34.744
2022 09 15 22	34.744
2022 09 15 23	34.744
2022 09 16 00	34.617
2022 09 16 01	34.617
2022 09 16 02	34.617
2022 09 16 03	34.617
2022 09 16 04	34.617
2022 09 16 05	34.617
2022 09 16 06	34.617
2022 09 16 07	34.617
2022 09 16 08	34.617
2022 09 16 09	34.617
2022 09 16 10	34.617
2022 09 16 11	34.617
2022 09 16 12	34.617
2022 09 16 13	34.617
2022 09 16 14	34.617
2022 09 16 15	34.617
2022 09 16 16	34.617
2022 09 16 17	34.617
2022 09 16 18	34.617
2022 09 16 19	34.617
2022 09 16 20	34.617
2022 09 16 21	34.617
2022 09 16 22	34.617
2022 09 16 23	34.617
2022 09 17 00	34.967
2022 09 17 01	34.967
2022 09 17 02	34.967
2022 09 17 03	34.967
2022 09 17 04	34.967
2022 09 17 05	34.967
2022 09 17 06	34.967
2022 09 17 07	34.967
2022 09 17 08	34.967
2022 09 17 09	34.967
2022 09 17 10	34.967
