Valor nulo: -9999.9	
Fecha (GMT)	Temperatura del Agua(ºC)
2020 09 12 00	19.993
2020 09 12 01	19.925
2020 09 12 02	19.855
2020 09 12 03	19.786
2020 09 12 04	19.723
2020 09 12 05	19.674
2020 09 12 06	19.644
2020 09 12 07	19.632
2020 09 12 08	19.643
2020 09 12 09	19.652
2020 09 12 10	19.643
2020 09 12 11	19.599
2020 09 12 12	19.517
2020 09 12 13	19.462
2020 09 12 14	19.43
2020 09 12 15	19.404
2020 09 12 16	19.374
2020 09 12 17	19.334
2020 09 12 18	19.284
2020 09 12 19	19.236
2020 09 12 20	19.196
2020 09 12 21	19.156
2020 09 12 22	19.102
2020 09 12 23	19.027
2020 09 13 00	18.948
2020 09 13 01	18.872
2020 09 13 02	18.801
2020 09 13 03	18.735
2020 09 13 04	18.673
2020 09 13 05	18.615
2020 09 13 06	18.559
2020 09 13 07	18.516
2020 09 13 08	18.501
2020 09 13 09	18.523
2020 09 13 10	18.569
2020 09 13 11	18.616
2020 09 13 12	18.652
2020 09 13 13	18.698
2020 09 13 14	18.752
2020 09 13 15	18.803
2020 09 13 16	18.844
2020 09 13 17	18.864
2020 09 13 18	18.857
2020 09 13 19	18.829
2020 09 13 20	18.802
2020 09 13 21	18.776
2020 09 13 22	18.748
2020 09 13 23	18.722
2020 09 14 00	18.697
2020 09 14 01	18.667
2020 09 14 02	18.615
2020 09 14 03	18.495
2020 09 14 04	18.257
2020 09 14 05	17.941
2020 09 14 06	17.631
2020 09 14 07	17.53
2020 09 14 08	17.551
2020 09 14 09	17.646
2020 09 14 10	17.796
2020 09 14 11	17.965
2020 09 14 12	18.126
2020 09 14 13	18.283
2020 09 14 14	18.429
2020 09 14 15	18.555
2020 09 14 16	18.629
2020 09 14 17	18.657
2020 09 14 18	18.664
2020 09 14 19	18.638
2020 09 14 20	18.642
2020 09 14 21	18.668
2020 09 14 22	18.705
2020 09 14 23	18.752
2020 09 15 00	18.802
2020 09 15 01	18.847
2020 09 15 02	18.871
2020 09 15 03	18.865
2020 09 15 04	18.834
2020 09 15 05	18.79
2020 09 15 06	18.743
2020 09 15 07	18.717
2020 09 15 08	18.753
2020 09 15 09	18.883
2020 09 15 10	19.105
2020 09 15 11	19.372
2020 09 15 12	19.631
2020 09 15 13	19.884
2020 09 15 14	20.103
2020 09 15 15	20.251
2020 09 15 16	20.326
2020 09 15 17	20.334
2020 09 15 18	20.283
2020 09 15 19	20.193
2020 09 15 20	20.081
2020 09 15 21	19.963
2020 09 15 22	19.843
2020 09 15 23	19.726
2020 09 16 00	19.895
2020 09 16 01	19.823
2020 09 16 02	19.773
2020 09 16 03	19.723
2020 09 16 04	19.661
2020 09 16 05	19.589
2020 09 16 06	19.512
2020 09 16 07	19.453
2020 09 16 08	19.438
2020 09 16 09	19.473
2020 09 16 10	19.527
2020 09 16 11	19.616
2020 09 16 12	19.742
2020 09 16 13	19.919
2020 09 16 14	20.075
2020 09 16 15	20.16
2020 09 16 16	20.178
2020 09 16 17	20.13
2020 09 16 18	20.04
2020 09 16 19	19.959
2020 09 16 20	19.867
2020 09 16 21	19.791
2020 09 16 22	19.734
2020 09 16 23	19.678
2020 09 17 00	19.621
2020 09 17 01	19.574
2020 09 17 02	19.523
2020 09 17 03	19.483
2020 09 17 04	19.435
2020 09 17 05	19.346
2020 09 17 06	19.259
2020 09 17 07	19.17
2020 09 17 08	19.102
2020 09 17 09	19.056
2020 09 17 10	19.034
2020 09 17 11	19.046
2020 09 17 12	19.08
2020 09 17 13	19.117
2020 09 17 14	19.151
2020 09 17 15	19.171
2020 09 17 16	19.158
2020 09 17 17	19.127
2020 09 17 18	19.079
2020 09 17 19	18.987
2020 09 17 20	18.904
2020 09 17 21	18.813
2020 09 17 22	18.744
2020 09 17 23	18.72
2020 09 18 00	18.665
2020 09 18 01	18.631
2020 09 18 02	18.627
2020 09 18 03	18.635
2020 09 18 04	18.648
2020 09 18 05	18.658
2020 09 18 06	18.663
2020 09 18 07	18.66
2020 09 18 08	18.661
2020 09 18 09	18.674
2020 09 18 10	18.716
2020 09 18 11	18.854
2020 09 18 12	19.036
2020 09 18 13	19.194
2020 09 18 14	19.344
2020 09 18 15	19.547
2020 09 18 16	19.705
2020 09 18 17	19.657
2020 09 18 18	19.554
2020 09 18 19	19.515
2020 09 18 20	19.413
2020 09 18 21	19.313
2020 09 18 22	19.214
2020 09 18 23	19.161
2020 09 19 00	19.127
2020 09 19 01	19.108
2020 09 19 02	19.099
2020 09 19 03	19.089
2020 09 19 04	19.08
2020 09 19 05	19.068
2020 09 19 06	19.041
2020 09 19 07	19.015
2020 09 19 08	19.001
2020 09 19 09	19.001
2020 09 19 10	19.016
2020 09 19 11	19.037
2020 09 19 12	19.064
2020 09 19 13	19.11
2020 09 19 14	19.178
2020 09 19 15	19.256
2020 09 19 16	19.317
2020 09 19 17	19.354
2020 09 19 18	19.368
2020 09 19 19	19.37
2020 09 19 20	19.364
2020 09 19 21	19.353
2020 09 19 22	19.337
2020 09 19 23	19.319
2020 09 20 00	19.309
2020 09 20 01	19.305
2020 09 20 02	19.318
2020 09 20 03	19.338
2020 09 20 04	19.354
2020 09 20 05	19.365
2020 09 20 06	19.373
2020 09 20 07	19.384
2020 09 20 08	19.402
2020 09 20 09	19.438
2020 09 20 10	19.497
2020 09 20 11	19.57
2020 09 20 12	19.655
2020 09 20 13	19.754
2020 09 20 14	19.851
2020 09 20 15	19.947
2020 09 20 16	20.025
2020 09 20 17	20.069
2020 09 20 18	20.077
2020 09 20 19	20.059
2020 09 20 20	20.039
2020 09 20 21	20.029
2020 09 20 22	20.028
2020 09 20 23	20.041
2020 09 21 00	20.062
2020 09 21 01	20.087
2020 09 21 02	20.109
2020 09 21 03	20.132
2020 09 21 04	20.15
2020 09 21 05	20.165
2020 09 21 06	20.172
2020 09 21 07	20.17
2020 09 21 08	20.173
2020 09 21 09	20.19
2020 09 21 10	20.23
2020 09 21 11	20.284
2020 09 21 12	20.354
2020 09 21 13	20.456
2020 09 21 14	20.569
2020 09 21 15	20.676
2020 09 21 16	20.766
2020 09 21 17	20.814
2020 09 21 18	20.814
2020 09 21 19	20.78
2020 09 21 20	20.737
2020 09 21 21	20.704
2020 09 21 22	20.675
2020 09 21 23	20.642
2020 09 22 00	20.606
2020 09 22 01	20.573
2020 09 22 02	20.544
2020 09 22 03	20.518
2020 09 22 04	20.495
2020 09 22 05	20.471
2020 09 22 06	20.446
2020 09 22 07	20.421
2020 09 22 08	20.412
2020 09 22 09	20.444
2020 09 22 10	20.53
2020 09 22 11	20.625
2020 09 22 12	20.725
2020 09 22 13	20.856
2020 09 22 14	21.002
2020 09 22 15	21.144
2020 09 22 16	21.263
2020 09 22 17	21.326
2020 09 22 18	21.318
2020 09 22 19	21.266
2020 09 22 20	21.201
2020 09 22 21	21.137
2020 09 22 22	21.069
2020 09 22 23	20.996
2020 09 23 00	20.969
2020 09 23 01	20.883
2020 09 23 02	20.805
2020 09 23 03	20.732
2020 09 23 04	20.67
2020 09 23 05	20.619
2020 09 23 06	20.569
2020 09 23 07	20.522
2020 09 23 08	20.505
2020 09 23 09	20.51
2020 09 23 10	20.487
2020 09 23 11	20.421
2020 09 23 12	20.336
2020 09 23 13	20.291
2020 09 23 14	20.268
2020 09 23 15	20.257
2020 09 23 16	20.264
2020 09 23 17	20.278
2020 09 23 18	20.285
2020 09 23 19	20.282
2020 09 23 20	20.272
2020 09 23 21	20.26
2020 09 23 22	20.241
2020 09 23 23	20.216
2020 09 24 00	20.188
2020 09 24 01	20.155
2020 09 24 02	20.119
2020 09 24 03	20.083
2020 09 24 04	20.055
2020 09 24 05	20.035
2020 09 24 06	20.018
2020 09 24 07	19.999
2020 09 24 08	19.984
2020 09 24 09	19.973
2020 09 24 10	19.967
2020 09 24 11	19.971
2020 09 24 12	19.984
2020 09 24 13	19.985
2020 09 24 14	19.973
2020 09 24 15	19.948
2020 09 24 16	19.908
2020 09 24 17	19.865
2020 09 24 18	19.811
2020 09 24 19	19.758
2020 09 24 20	19.709
2020 09 24 21	19.664
2020 09 24 22	19.624
2020 09 24 23	19.581
2020 09 25 00	19.542
2020 09 25 01	19.506
2020 09 25 02	19.469
2020 09 25 03	19.434
2020 09 25 04	19.4
2020 09 25 05	19.369
2020 09 25 06	19.342
2020 09 25 07	19.317
2020 09 25 08	19.295
2020 09 25 09	19.278
2020 09 25 10	19.264
2020 09 25 11	19.254
2020 09 25 12	19.248
2020 09 25 13	19.244
2020 09 25 14	19.241
2020 09 25 15	19.236
2020 09 25 16	19.228
2020 09 25 17	19.217
2020 09 25 18	19.203
2020 09 25 19	19.188
2020 09 25 20	19.174
2020 09 25 21	19.162
2020 09 25 22	19.152
2020 09 25 23	19.142
2020 09 26 00	19.133
2020 09 26 01	19.125
2020 09 26 02	19.12
2020 09 26 03	19.116
2020 09 26 04	19.114
2020 09 26 05	19.114
2020 09 26 06	19.117
2020 09 26 07	19.119
2020 09 26 08	19.122
2020 09 26 09	19.125
2020 09 26 10	19.128
2020 09 26 11	19.133
2020 09 26 12	19.14
2020 09 26 13	19.149
2020 09 26 14	19.16
2020 09 26 15	19.177
2020 09 26 16	19.197
2020 09 26 17	19.222
2020 09 26 18	19.248
2020 09 26 19	19.274
2020 09 26 20	19.295
2020 09 26 21	19.306
2020 09 26 22	19.31
2020 09 26 23	19.305
2020 09 27 00	19.296
2020 09 27 01	19.285
2020 09 27 02	19.272
2020 09 27 03	19.26
2020 09 27 04	19.248
2020 09 27 05	19.237
2020 09 27 06	19.228
2020 09 27 07	19.225
2020 09 27 08	19.228
2020 09 27 09	19.234
2020 09 27 10	19.243
2020 09 27 11	19.253
2020 09 27 12	19.263
2020 09 27 13	19.273
2020 09 27 14	19.277
2020 09 27 15	19.277
2020 09 27 16	19.275
2020 09 27 17	19.271
2020 09 27 18	19.262
2020 09 27 19	19.252
2020 09 27 20	19.244
2020 09 27 21	19.237
2020 09 27 22	19.231
2020 09 27 23	19.224
2020 09 28 00	19.216
2020 09 28 01	19.203
2020 09 28 02	19.191
2020 09 28 03	19.178
2020 09 28 04	19.166
2020 09 28 05	19.154
2020 09 28 06	19.144
2020 09 28 07	19.139
2020 09 28 08	19.141
2020 09 28 09	19.154
2020 09 28 10	19.176
2020 09 28 11	19.21
2020 09 28 12	19.269
2020 09 28 13	19.358
2020 09 28 14	19.461
2020 09 28 15	19.556
2020 09 28 16	19.615
2020 09 28 17	19.601
2020 09 28 18	19.516
2020 09 28 19	19.444
2020 09 28 20	19.371
2020 09 28 21	19.317
2020 09 28 22	19.271
2020 09 28 23	19.233
2020 09 29 00	19.204
2020 09 29 01	19.18
2020 09 29 02	19.158
2020 09 29 03	19.138
2020 09 29 04	19.118
2020 09 29 05	19.097
2020 09 29 06	19.079
2020 09 29 07	19.066
2020 09 29 08	19.063
2020 09 29 09	19.079
2020 09 29 10	19.116
2020 09 29 11	19.165
2020 09 29 12	19.22
2020 09 29 13	19.273
2020 09 29 14	19.319
2020 09 29 15	19.352
2020 09 29 16	19.366
2020 09 29 17	19.359
2020 09 29 18	19.333
2020 09 29 19	19.3
2020 09 29 20	19.269
2020 09 29 21	19.243
2020 09 29 22	19.219
2020 09 29 23	19.199
2020 09 30 00	19.365
2020 09 30 01	19.357
2020 09 30 02	19.349
2020 09 30 03	19.342
2020 09 30 04	19.333
2020 09 30 05	19.324
2020 09 30 06	19.317
2020 09 30 07	19.309
2020 09 30 08	19.313
2020 09 30 09	19.337
2020 09 30 10	19.381
2020 09 30 11	19.433
2020 09 30 12	19.492
2020 09 30 13	19.566
2020 09 30 14	19.642
2020 09 30 15	19.708
2020 09 30 16	19.745
2020 09 30 17	19.744
2020 09 30 18	19.719
2020 09 30 19	19.687
2020 09 30 20	19.658
2020 09 30 21	19.631
2020 09 30 22	19.602
2020 09 30 23	19.574
2020 10 01 00	19.55
2020 10 01 01	19.526
2020 10 01 02	19.503
2020 10 01 03	19.488
2020 10 01 04	19.481
2020 10 01 05	19.488
2020 10 01 06	19.496
2020 10 01 07	19.492
2020 10 01 08	19.484
2020 10 01 09	19.477
2020 10 01 10	19.474
2020 10 01 11	19.48
2020 10 01 12	19.493
2020 10 01 13	19.504
2020 10 01 14	19.507
2020 10 01 15	19.512
2020 10 01 16	19.512
2020 10 01 17	19.505
2020 10 01 18	19.491
2020 10 01 19	19.471
2020 10 01 20	19.456
2020 10 01 21	19.454
2020 10 01 22	19.459
2020 10 01 23	19.451
2020 10 02 00	19.443
2020 10 02 01	19.431
2020 10 02 02	19.418
2020 10 02 03	19.41
2020 10 02 04	19.399
2020 10 02 05	19.385
2020 10 02 06	19.365
2020 10 02 07	19.333
2020 10 02 08	19.298
2020 10 02 09	19.263
2020 10 02 10	19.232
2020 10 02 11	19.204
2020 10 02 12	19.183
2020 10 02 13	19.166
2020 10 02 14	19.151
2020 10 02 15	19.138
2020 10 02 16	19.124
2020 10 02 17	19.109
2020 10 02 18	19.09
2020 10 02 19	19.066
2020 10 02 20	19.045
2020 10 02 21	19.025
2020 10 02 22	19.009
2020 10 02 23	18.996
2020 10 03 00	18.986
2020 10 03 01	18.978
2020 10 03 02	18.969
2020 10 03 03	18.958
2020 10 03 04	18.947
2020 10 03 05	18.933
2020 10 03 06	18.919
2020 10 03 07	18.904
2020 10 03 08	18.889
2020 10 03 09	18.878
2020 10 03 10	18.873
2020 10 03 11	18.876
2020 10 03 12	18.883
2020 10 03 13	18.894
2020 10 03 14	18.904
2020 10 03 15	18.909
2020 10 03 16	18.908
2020 10 03 17	18.904
2020 10 03 18	18.895
2020 10 03 19	18.883
2020 10 03 20	18.871
2020 10 03 21	18.859
2020 10 03 22	18.851
2020 10 03 23	18.843
2020 10 04 00	18.836
2020 10 04 01	18.829
2020 10 04 02	18.821
2020 10 04 03	18.812
2020 10 04 04	18.8
2020 10 04 05	18.786
2020 10 04 06	18.771
2020 10 04 07	18.755
2020 10 04 08	18.74
2020 10 04 09	18.732
2020 10 04 10	18.732
2020 10 04 11	18.741
2020 10 04 12	18.757
2020 10 04 13	18.769
2020 10 04 14	18.772
2020 10 04 15	18.771
2020 10 04 16	18.766
2020 10 04 17	18.756
2020 10 04 18	18.741
2020 10 04 19	18.725
2020 10 04 20	18.709
2020 10 04 21	18.69
2020 10 04 22	18.672
2020 10 04 23	18.656
2020 10 05 00	18.642
2020 10 05 01	18.63
2020 10 05 02	18.618
2020 10 05 03	18.606
2020 10 05 04	18.593
2020 10 05 05	18.58
2020 10 05 06	18.566
2020 10 05 07	18.551
2020 10 05 08	18.539
2020 10 05 09	18.533
2020 10 05 10	18.533
2020 10 05 11	18.541
2020 10 05 12	18.554
2020 10 05 13	18.57
2020 10 05 14	18.591
2020 10 05 15	18.614
2020 10 05 16	18.627
2020 10 05 17	18.622
2020 10 05 18	18.608
2020 10 05 19	18.594
2020 10 05 20	18.58
2020 10 05 21	18.562
2020 10 05 22	18.55
2020 10 05 23	18.543
2020 10 06 00	18.542
2020 10 06 01	18.538
2020 10 06 02	18.534
2020 10 06 03	18.532
2020 10 06 04	18.528
2020 10 06 05	18.525
2020 10 06 06	18.522
2020 10 06 07	18.518
2020 10 06 08	18.518
2020 10 06 09	18.523
2020 10 06 10	18.534
2020 10 06 11	18.547
2020 10 06 12	18.565
2020 10 06 13	18.581
2020 10 06 14	18.596
2020 10 06 15	18.609
2020 10 06 16	18.613
2020 10 06 17	18.615
2020 10 06 18	18.611
2020 10 06 19	18.606
2020 10 06 20	18.602
2020 10 06 21	18.597
2020 10 06 22	18.591
2020 10 06 23	18.587
2020 10 07 00	18.518
2020 10 07 01	18.518
2020 10 07 02	18.517
2020 10 07 03	18.516
2020 10 07 04	18.513
2020 10 07 05	18.509
2020 10 07 06	18.503
2020 10 07 07	18.497
2020 10 07 08	18.493
2020 10 07 09	18.494
2020 10 07 10	18.503
2020 10 07 11	18.536
2020 10 07 12	18.587
2020 10 07 13	18.65
2020 10 07 14	18.721
2020 10 07 15	18.781
2020 10 07 16	18.819
2020 10 07 17	18.827
2020 10 07 18	18.806
2020 10 07 19	18.772
2020 10 07 20	18.743
2020 10 07 21	18.715
2020 10 07 22	18.68
2020 10 07 23	18.643
2020 10 08 00	18.618
2020 10 08 01	18.591
2020 10 08 02	18.561
2020 10 08 03	18.532
2020 10 08 04	18.504
2020 10 08 05	18.476
2020 10 08 06	18.448
2020 10 08 07	18.424
2020 10 08 08	18.417
2020 10 08 09	18.437
2020 10 08 10	18.491
2020 10 08 11	18.56
2020 10 08 12	18.64
2020 10 08 13	18.721
2020 10 08 14	18.778
2020 10 08 15	18.803
2020 10 08 16	18.811
2020 10 08 17	18.806
2020 10 08 18	18.781
2020 10 08 19	18.748
2020 10 08 20	18.718
2020 10 08 21	18.687
2020 10 08 22	18.651
2020 10 08 23	18.615
2020 10 09 00	18.6
2020 10 09 01	18.586
2020 10 09 02	18.572
2020 10 09 03	18.558
2020 10 09 04	18.544
2020 10 09 05	18.527
2020 10 09 06	18.511
2020 10 09 07	18.494
2020 10 09 08	18.488
2020 10 09 09	18.506
2020 10 09 10	18.552
2020 10 09 11	18.616
2020 10 09 12	18.683
2020 10 09 13	18.752
2020 10 09 14	18.816
2020 10 09 15	18.879
2020 10 09 16	18.929
2020 10 09 17	18.943
2020 10 09 18	18.921
2020 10 09 19	18.879
2020 10 09 20	18.837
2020 10 09 21	18.795
2020 10 09 22	18.758
2020 10 09 23	18.722
2020 10 10 00	18.692
2020 10 10 01	18.664
2020 10 10 02	18.643
2020 10 10 03	18.627
2020 10 10 04	18.614
2020 10 10 05	18.612
2020 10 10 06	18.612
2020 10 10 07	18.603
2020 10 10 08	18.591
2020 10 10 09	18.588
2020 10 10 10	18.593
2020 10 10 11	18.614
2020 10 10 12	18.641
2020 10 10 13	18.67
2020 10 10 14	18.693
2020 10 10 15	18.699
2020 10 10 16	18.692
2020 10 10 17	18.677
2020 10 10 18	18.659
2020 10 10 19	18.64
2020 10 10 20	18.63
2020 10 10 21	18.622
2020 10 10 22	18.61
2020 10 10 23	18.598
2020 10 11 00	18.589
2020 10 11 01	18.577
2020 10 11 02	18.56
2020 10 11 03	18.543
2020 10 11 04	18.526
2020 10 11 05	18.51
2020 10 11 06	18.496
2020 10 11 07	18.485
2020 10 11 08	18.48
2020 10 11 09	18.483
2020 10 11 10	18.487
2020 10 11 11	18.498
2020 10 11 12	18.51
2020 10 11 13	18.524
2020 10 11 14	18.538
2020 10 11 15	18.545
2020 10 11 16	18.545
2020 10 11 17	18.539
2020 10 11 18	18.531
2020 10 11 19	18.52
2020 10 11 20	18.508
2020 10 11 21	18.497
2020 10 11 22	18.487
2020 10 11 23	18.478
2020 10 12 00	18.468
2020 10 12 01	18.458
2020 10 12 02	18.446
2020 10 12 03	18.433
2020 10 12 04	18.42
2020 10 12 05	18.404
2020 10 12 06	18.39
2020 10 12 07	18.378
2020 10 12 08	18.374
2020 10 12 09	18.381
2020 10 12 10	18.395
2020 10 12 11	18.412
2020 10 12 12	18.431
2020 10 12 13	18.452
2020 10 12 14	18.479
2020 10 12 15	18.499
2020 10 12 16	18.497
2020 10 12 17	18.476
2020 10 12 18	18.453
2020 10 12 19	18.442
2020 10 12 20	18.44
2020 10 12 21	18.443
2020 10 12 22	18.445
2020 10 12 23	18.446
2020 10 13 00	18.433
2020 10 13 01	18.429
2020 10 13 02	18.422
2020 10 13 03	18.412
2020 10 13 04	18.4
2020 10 13 05	18.387
2020 10 13 06	18.375
2020 10 13 07	18.366
2020 10 13 08	18.36
2020 10 13 09	18.358
2020 10 13 10	18.36
2020 10 13 11	18.366
2020 10 13 12	18.376
2020 10 13 13	18.387
2020 10 13 14	18.391
2020 10 13 15	18.385
2020 10 13 16	18.376
2020 10 13 17	18.363
2020 10 13 18	18.35
2020 10 13 19	18.337
2020 10 13 20	18.325
2020 10 13 21	18.315
2020 10 13 22	18.307
2020 10 13 23	18.298
2020 10 14 00	18.518
2020 10 14 01	18.507
2020 10 14 02	18.494
2020 10 14 03	18.479
2020 10 14 04	18.465
2020 10 14 05	18.448
2020 10 14 06	18.432
2020 10 14 07	18.417
2020 10 14 08	18.407
2020 10 14 09	18.405
2020 10 14 10	18.409
2020 10 14 11	18.417
2020 10 14 12	18.426
2020 10 14 13	18.436
2020 10 14 14	18.442
2020 10 14 15	18.443
2020 10 14 16	18.438
2020 10 14 17	18.423
2020 10 14 18	18.397
2020 10 14 19	18.361
2020 10 14 20	18.326
2020 10 14 21	18.294
2020 10 14 22	18.271
2020 10 14 23	18.255
2020 10 15 00	18.246
2020 10 15 01	18.241
2020 10 15 02	18.232
2020 10 15 03	18.218
2020 10 15 04	18.212
2020 10 15 05	18.213
2020 10 15 06	18.204
2020 10 15 07	18.194
2020 10 15 08	18.175
2020 10 15 09	18.173
2020 10 15 10	18.193
2020 10 15 11	18.224
2020 10 15 12	18.258
2020 10 15 13	18.281
2020 10 15 14	18.296
2020 10 15 15	18.303
2020 10 15 16	18.297
2020 10 15 17	18.274
2020 10 15 18	18.243
2020 10 15 19	18.21
2020 10 15 20	18.181
2020 10 15 21	18.158
2020 10 15 22	18.146
2020 10 15 23	18.136
2020 10 16 00	18.139
2020 10 16 01	18.084
2020 10 16 02	18.059
2020 10 16 03	18.064
2020 10 16 04	18.079
2020 10 16 05	18.1
2020 10 16 06	18.119
2020 10 16 07	18.122
2020 10 16 08	18.116
2020 10 16 09	18.111
2020 10 16 10	18.126
2020 10 16 11	18.185
2020 10 16 12	18.264
2020 10 16 13	18.32
2020 10 16 14	18.34
2020 10 16 15	18.332
2020 10 16 16	18.305
2020 10 16 17	18.272
2020 10 16 18	18.249
2020 10 16 19	18.239
2020 10 16 20	18.229
2020 10 16 21	18.217
2020 10 16 22	18.206
2020 10 16 23	18.195
2020 10 17 00	18.186
2020 10 17 01	18.179
2020 10 17 02	18.174
2020 10 17 03	18.17
2020 10 17 04	18.167
2020 10 17 05	18.159
2020 10 17 06	18.148
2020 10 17 07	18.135
2020 10 17 08	18.125
2020 10 17 09	18.126
2020 10 17 10	18.141
2020 10 17 11	18.166
2020 10 17 12	18.199
2020 10 17 13	18.227
2020 10 17 14	18.243
2020 10 17 15	18.254
2020 10 17 16	18.253
2020 10 17 17	18.237
2020 10 17 18	18.207
2020 10 17 19	18.175
2020 10 17 20	18.149
2020 10 17 21	18.128
2020 10 17 22	18.109
2020 10 17 23	18.091
2020 10 18 00	18.077
2020 10 18 01	18.065
2020 10 18 02	18.055
2020 10 18 03	18.047
2020 10 18 04	18.04
2020 10 18 05	18.031
2020 10 18 06	18.023
2020 10 18 07	18.016
2020 10 18 08	18.014
2020 10 18 09	18.02
2020 10 18 10	18.037
2020 10 18 11	18.065
2020 10 18 12	18.099
2020 10 18 13	18.132
2020 10 18 14	18.159
2020 10 18 15	18.174
2020 10 18 16	18.175
2020 10 18 17	18.162
2020 10 18 18	18.138
2020 10 18 19	18.111
2020 10 18 20	18.084
2020 10 18 21	18.057
2020 10 18 22	18.029
2020 10 18 23	18.001
2020 10 19 00	17.972
2020 10 19 01	17.947
2020 10 19 02	17.924
2020 10 19 03	17.904
2020 10 19 04	17.882
2020 10 19 05	17.86
2020 10 19 06	17.837
2020 10 19 07	17.817
2020 10 19 08	17.808
2020 10 19 09	17.816
2020 10 19 10	17.833
2020 10 19 11	17.86
2020 10 19 12	17.894
2020 10 19 13	17.929
2020 10 19 14	17.956
2020 10 19 15	17.966
2020 10 19 16	17.964
2020 10 19 17	17.946
2020 10 19 18	17.921
2020 10 19 19	17.907
2020 10 19 20	17.898
2020 10 19 21	17.886
2020 10 19 22	17.873
2020 10 19 23	17.861
2020 10 20 00	17.849
2020 10 20 01	17.838
2020 10 20 02	17.826
2020 10 20 03	17.814
2020 10 20 04	17.805
2020 10 20 05	17.798
2020 10 20 06	17.799
2020 10 20 07	17.802
2020 10 20 08	17.8
2020 10 20 09	17.787
2020 10 20 10	17.774
2020 10 20 11	17.742
2020 10 20 12	17.724
2020 10 20 13	17.719
2020 10 20 14	17.716
2020 10 20 15	17.715
2020 10 20 16	17.714
2020 10 20 17	17.71
2020 10 20 18	17.704
2020 10 20 19	17.693
2020 10 20 20	17.677
2020 10 20 21	17.663
2020 10 20 22	17.652
2020 10 20 23	17.642
2020 10 21 00	17.664
2020 10 21 01	17.637
2020 10 21 02	17.616
2020 10 21 03	17.605
2020 10 21 04	17.597
2020 10 21 05	17.587
2020 10 21 06	17.577
2020 10 21 07	17.57
2020 10 21 08	17.568
2020 10 21 09	17.577
2020 10 21 10	17.595
2020 10 21 11	17.64
2020 10 21 12	17.728
2020 10 21 13	17.78
2020 10 21 14	17.826
2020 10 21 15	17.848
2020 10 21 16	17.859
2020 10 21 17	17.846
2020 10 21 18	17.807
2020 10 21 19	17.775
2020 10 21 20	17.751
2020 10 21 21	17.729
2020 10 21 22	17.708
2020 10 21 23	17.688
2020 10 22 00	17.618
2020 10 22 01	17.612
2020 10 22 02	17.61
2020 10 22 03	17.609
2020 10 22 04	17.605
2020 10 22 05	17.599
2020 10 22 06	17.592
2020 10 22 07	17.584
2020 10 22 08	17.58
2020 10 22 09	17.584
2020 10 22 10	17.6
2020 10 22 11	17.644
2020 10 22 12	17.727
2020 10 22 13	17.82
2020 10 22 14	17.885
2020 10 22 15	17.909
2020 10 22 16	17.923
2020 10 22 17	17.916
2020 10 22 18	17.882
2020 10 22 19	17.854
2020 10 22 20	17.809
2020 10 22 21	17.767
2020 10 22 22	17.731
2020 10 22 23	17.698
2020 10 23 00	17.647
2020 10 23 01	17.632
2020 10 23 02	17.619
2020 10 23 03	17.605
2020 10 23 04	17.586
2020 10 23 05	17.566
2020 10 23 06	17.548
2020 10 23 07	17.534
2020 10 23 08	17.527
2020 10 23 09	17.536
2020 10 23 10	17.56
2020 10 23 11	17.593
2020 10 23 12	17.637
2020 10 23 13	17.678
2020 10 23 14	17.702
2020 10 23 15	17.716
2020 10 23 16	17.72
2020 10 23 17	17.711
2020 10 23 18	17.696
2020 10 23 19	17.684
2020 10 23 20	17.674
2020 10 23 21	17.66
2020 10 23 22	17.644
2020 10 23 23	17.628
2020 10 24 00	17.61
2020 10 24 01	17.596
2020 10 24 02	17.584
2020 10 24 03	17.572
2020 10 24 04	17.565
2020 10 24 05	17.562
2020 10 24 06	17.56
2020 10 24 07	17.557
2020 10 24 08	17.555
2020 10 24 09	17.558
2020 10 24 10	17.572
2020 10 24 11	17.592
2020 10 24 12	17.614
2020 10 24 13	17.639
2020 10 24 14	17.656
2020 10 24 15	17.662
2020 10 24 16	17.663
2020 10 24 17	17.657
2020 10 24 18	17.646
2020 10 24 19	17.634
2020 10 24 20	17.625
2020 10 24 21	17.616
2020 10 24 22	17.605
2020 10 24 23	17.592
2020 10 25 00	17.57
2020 10 25 01	17.558
2020 10 25 02	17.548
2020 10 25 03	17.538
2020 10 25 04	17.53
2020 10 25 05	17.522
2020 10 25 06	17.513
2020 10 25 07	17.502
2020 10 25 08	17.488
2020 10 25 09	17.48
2020 10 25 10	17.474
2020 10 25 11	17.47
2020 10 25 12	17.474
2020 10 25 13	17.479
2020 10 25 14	17.482
2020 10 25 15	17.488
2020 10 25 16	17.494
2020 10 25 17	17.494
2020 10 25 18	17.489
2020 10 25 19	17.478
2020 10 25 20	17.468
2020 10 25 21	17.456
2020 10 25 22	17.444
2020 10 25 23	17.432
2020 10 26 00	17.42
2020 10 26 01	17.406
2020 10 26 02	17.391
2020 10 26 03	17.374
2020 10 26 04	17.355
2020 10 26 05	17.335
2020 10 26 06	17.316
2020 10 26 07	17.3
2020 10 26 08	17.286
2020 10 26 09	17.276
2020 10 26 10	17.272
2020 10 26 11	17.272
2020 10 26 12	17.275
2020 10 26 13	17.278
2020 10 26 14	17.281
2020 10 26 15	17.279
2020 10 26 16	17.273
