Valor nulo: -9999.9	
Fecha (GMT)	Temperatura del Agua(ºC)
2022 08 12 23	21.83
2022 08 13 00	21.778
2022 08 13 01	21.731
2022 08 13 02	21.693
2022 08 13 03	21.672
2022 08 13 04	21.666
2022 08 13 05	21.685
2022 08 13 06	21.693
2022 08 13 07	21.696
2022 08 13 08	21.72
2022 08 13 09	21.791
2022 08 13 10	21.902
2022 08 13 11	22.032
2022 08 13 12	22.152
2022 08 13 13	22.235
2022 08 13 14	22.287
2022 08 13 15	22.278
2022 08 13 16	22.276
2022 08 13 17	22.287
2022 08 13 18	22.289
2022 08 13 19	22.274
2022 08 13 20	22.255
2022 08 13 21	22.241
2022 08 13 22	22.214
2022 08 13 23	22.165
2022 08 14 00	22.1
2022 08 14 01	22.03
2022 08 14 02	21.975
2022 08 14 03	21.93
2022 08 14 04	21.911
2022 08 14 05	21.901
2022 08 14 06	21.885
2022 08 14 07	21.876
2022 08 14 08	21.877
2022 08 14 09	21.888
2022 08 14 10	21.92
2022 08 14 11	21.969
2022 08 14 12	22.004
2022 08 14 13	22.064
2022 08 14 14	22.155
2022 08 14 15	22.231
2022 08 14 16	22.284
2022 08 14 17	22.305
2022 08 14 18	22.285
2022 08 14 19	22.237
2022 08 14 20	22.181
2022 08 14 21	22.137
2022 08 14 22	22.089
2022 08 14 23	22.029
2022 08 15 00	21.96
2022 08 15 01	21.885
2022 08 15 02	21.81
2022 08 15 03	21.744
2022 08 15 04	21.688
2022 08 15 05	21.649
2022 08 15 06	21.623
2022 08 15 07	21.611
2022 08 15 08	21.613
2022 08 15 09	21.631
2022 08 15 10	21.668
2022 08 15 11	21.725
2022 08 15 12	21.786
2022 08 15 13	21.835
2022 08 15 14	21.885
2022 08 15 15	21.936
2022 08 15 16	22.019
2022 08 15 17	22.108
2022 08 15 18	22.143
2022 08 15 19	22.131
2022 08 15 20	22.083
2022 08 15 21	22.025
2022 08 15 22	21.975
2022 08 15 23	21.928
2022 08 16 00	21.895
2022 08 16 01	21.859
2022 08 16 02	21.822
2022 08 16 03	21.781
2022 08 16 04	21.732
2022 08 16 05	21.686
2022 08 16 06	21.668
2022 08 16 07	21.687
2022 08 16 08	21.721
2022 08 16 09	21.768
2022 08 16 10	21.828
2022 08 16 11	21.919
2022 08 16 12	22.016
2022 08 16 13	22.093
2022 08 16 14	22.164
2022 08 16 15	22.206
2022 08 16 16	22.182
2022 08 16 17	22.141
2022 08 16 18	22.111
2022 08 16 19	22.089
2022 08 16 20	22.065
2022 08 16 21	22.042
2022 08 16 22	22.018
2022 08 16 23	22.001
2022 08 17 00	21.777
2022 08 17 01	21.769
2022 08 17 02	21.773
2022 08 17 03	21.766
2022 08 17 04	21.749
2022 08 17 05	21.733
2022 08 17 06	21.718
2022 08 17 07	21.711
2022 08 17 08	21.707
2022 08 17 09	21.705
2022 08 17 10	21.705
2022 08 17 11	21.708
2022 08 17 12	21.713
2022 08 17 13	21.71
2022 08 17 14	21.698
2022 08 17 15	21.697
2022 08 17 16	21.704
2022 08 17 17	21.7
2022 08 17 18	21.686
2022 08 17 19	21.669
2022 08 17 20	21.652
2022 08 17 21	21.632
2022 08 17 22	21.618
2022 08 17 23	21.606
2022 08 18 00	21.585
2022 08 18 01	21.557
2022 08 18 02	21.536
2022 08 18 03	21.527
2022 08 18 04	21.516
2022 08 18 05	21.501
2022 08 18 06	21.487
2022 08 18 07	21.474
2022 08 18 08	21.467
2022 08 18 09	21.461
2022 08 18 10	21.455
2022 08 18 11	21.448
2022 08 18 12	21.447
2022 08 18 13	21.447
2022 08 18 14	21.446
2022 08 18 15	21.45
2022 08 18 16	21.453
2022 08 18 17	21.454
2022 08 18 18	21.448
2022 08 18 19	21.433
2022 08 18 20	21.418
2022 08 18 21	21.409
2022 08 18 22	21.399
2022 08 18 23	21.39
2022 08 19 00	21.379
2022 08 19 01	21.37
2022 08 19 02	21.366
2022 08 19 03	21.361
2022 08 19 04	21.353
2022 08 19 05	21.35
2022 08 19 06	21.352
2022 08 19 07	21.357
2022 08 19 08	21.366
2022 08 19 09	21.408
2022 08 19 10	21.493
2022 08 19 11	21.603
2022 08 19 12	21.688
2022 08 19 13	21.761
2022 08 19 14	21.83
2022 08 19 15	21.889
2022 08 19 16	21.929
2022 08 19 17	21.945
2022 08 19 18	21.927
2022 08 19 19	21.877
2022 08 19 20	21.816
2022 08 19 21	21.761
2022 08 19 22	21.714
2022 08 19 23	21.671
2022 08 20 00	21.629
2022 08 20 01	21.591
2022 08 20 02	21.556
2022 08 20 03	21.525
2022 08 20 04	21.497
2022 08 20 05	21.475
2022 08 20 06	21.456
2022 08 20 07	21.45
2022 08 20 08	21.467
2022 08 20 09	21.502
2022 08 20 10	21.549
2022 08 20 11	21.604
2022 08 20 12	21.666
2022 08 20 13	21.735
2022 08 20 14	21.807
2022 08 20 15	21.879
2022 08 20 16	21.936
2022 08 20 17	21.961
2022 08 20 18	21.963
2022 08 20 19	21.937
2022 08 20 20	21.882
2022 08 20 21	21.826
2022 08 20 22	21.779
2022 08 20 23	21.734
2022 08 21 00	21.699
2022 08 21 01	21.672
2022 08 21 02	21.639
2022 08 21 03	21.602
2022 08 21 04	21.57
2022 08 21 05	21.546
2022 08 21 06	21.532
2022 08 21 07	21.542
2022 08 21 08	21.569
2022 08 21 09	21.631
2022 08 21 10	21.716
2022 08 21 11	21.797
2022 08 21 12	21.893
2022 08 21 13	22.002
2022 08 21 14	22.097
2022 08 21 15	22.169
2022 08 21 16	22.228
2022 08 21 17	22.24
2022 08 21 18	22.216
2022 08 21 19	22.174
2022 08 21 20	22.14
2022 08 21 21	22.116
2022 08 21 22	22.097
2022 08 21 23	22.073
2022 08 22 00	22.042
2022 08 22 01	22.003
2022 08 22 02	21.965
2022 08 22 03	21.933
2022 08 22 04	21.905
2022 08 22 05	21.881
2022 08 22 06	21.858
2022 08 22 07	21.84
2022 08 22 08	21.828
2022 08 22 09	21.823
2022 08 22 10	21.829
2022 08 22 11	21.848
2022 08 22 12	21.87
2022 08 22 13	21.889
2022 08 22 14	21.929
2022 08 22 15	22.017
2022 08 22 16	22.119
2022 08 22 17	22.193
2022 08 22 18	22.21
2022 08 22 19	22.175
2022 08 22 20	22.12
2022 08 22 21	22.072
2022 08 22 22	22.039
2022 08 22 23	22.019
2022 08 23 00	22.001
2022 08 23 01	21.979
2022 08 23 02	21.954
2022 08 23 03	21.931
2022 08 23 04	21.908
2022 08 23 05	21.885
2022 08 23 06	21.868
2022 08 23 07	21.869
2022 08 23 08	21.899
2022 08 23 09	21.962
2022 08 23 10	22.036
2022 08 23 11	22.104
2022 08 23 12	22.168
2022 08 23 13	22.232
2022 08 23 14	22.288
2022 08 23 15	22.34
2022 08 23 16	22.381
2022 08 23 17	22.396
2022 08 23 18	22.386
2022 08 23 19	22.347
2022 08 23 20	22.291
2022 08 23 21	22.239
2022 08 23 22	22.194
2022 08 23 23	22.153
2022 08 24 00	22.043
2022 08 24 01	22.021
2022 08 24 02	22.003
2022 08 24 03	21.984
2022 08 24 04	21.963
2022 08 24 05	21.942
2022 08 24 06	21.921
2022 08 24 07	21.908
2022 08 24 08	21.928
2022 08 24 09	22.013
2022 08 24 10	22.135
2022 08 24 11	22.239
2022 08 24 12	22.414
2022 08 24 13	22.575
2022 08 24 14	22.668
2022 08 24 15	22.691
2022 08 24 16	22.67
2022 08 24 17	22.69
2022 08 24 18	22.655
2022 08 24 19	22.563
2022 08 24 20	22.498
2022 08 24 21	22.454
2022 08 24 22	22.423
2022 08 24 23	22.404
2022 08 25 00	22.382
2022 08 25 01	22.349
2022 08 25 02	22.318
2022 08 25 03	22.29
2022 08 25 04	22.262
2022 08 25 05	22.236
2022 08 25 06	22.22
2022 08 25 07	22.214
2022 08 25 08	22.227
2022 08 25 09	22.269
2022 08 25 10	22.333
2022 08 25 11	22.406
2022 08 25 12	22.473
2022 08 25 13	22.589
2022 08 25 14	22.691
2022 08 25 15	22.719
2022 08 25 16	22.725
2022 08 25 17	22.719
2022 08 25 18	22.702
2022 08 25 19	22.672
2022 08 25 20	22.639
2022 08 25 21	22.61
2022 08 25 22	22.582
2022 08 25 23	22.556
2022 08 26 00	22.545
2022 08 26 01	22.512
2022 08 26 02	22.476
2022 08 26 03	22.456
2022 08 26 04	22.431
2022 08 26 05	22.406
2022 08 26 06	22.389
2022 08 26 07	22.377
2022 08 26 08	22.381
2022 08 26 09	22.415
2022 08 26 10	22.491
2022 08 26 11	22.601
2022 08 26 12	22.727
2022 08 26 13	22.854
2022 08 26 14	22.954
2022 08 26 15	23.011
2022 08 26 16	23.023
2022 08 26 17	22.991
2022 08 26 18	22.916
2022 08 26 19	22.835
2022 08 26 20	22.754
2022 08 26 21	22.681
2022 08 26 22	22.616
2022 08 26 23	22.553
2022 08 27 00	22.498
2022 08 27 01	22.451
2022 08 27 02	22.405
2022 08 27 03	22.363
2022 08 27 04	22.322
2022 08 27 05	22.281
2022 08 27 06	22.24
2022 08 27 07	22.208
2022 08 27 08	22.203
2022 08 27 09	22.243
2022 08 27 10	22.318
2022 08 27 11	22.407
2022 08 27 12	22.488
2022 08 27 13	22.559
2022 08 27 14	22.63
2022 08 27 15	22.693
2022 08 27 16	22.731
2022 08 27 17	22.739
2022 08 27 18	22.714
2022 08 27 19	22.652
2022 08 27 20	22.567
2022 08 27 21	22.485
2022 08 27 22	22.414
2022 08 27 23	22.351
2022 08 28 00	22.292
2022 08 28 01	22.237
2022 08 28 02	22.183
2022 08 28 03	22.129
2022 08 28 04	22.08
2022 08 28 05	22.033
2022 08 28 06	21.987
2022 08 28 07	21.956
2022 08 28 08	21.966
2022 08 28 09	22.016
2022 08 28 10	22.086
2022 08 28 11	22.158
2022 08 28 12	22.246
2022 08 28 13	22.324
2022 08 28 14	22.393
2022 08 28 15	22.44
2022 08 28 16	22.449
2022 08 28 17	22.442
2022 08 28 18	22.419
2022 08 28 19	22.346
2022 08 28 20	22.248
2022 08 28 21	22.175
2022 08 28 22	22.109
2022 08 28 23	22.041
2022 08 29 00	21.963
2022 08 29 01	21.869
2022 08 29 02	21.783
2022 08 29 03	21.705
2022 08 29 04	21.637
2022 08 29 05	21.58
2022 08 29 06	21.533
2022 08 29 07	21.503
2022 08 29 08	21.521
2022 08 29 09	21.602
2022 08 29 10	21.696
2022 08 29 11	21.811
2022 08 29 12	21.885
2022 08 29 13	21.893
2022 08 29 14	21.899
2022 08 29 15	21.917
2022 08 29 16	22.041
2022 08 29 17	22.191
2022 08 29 18	22.283
2022 08 29 19	22.278
2022 08 29 20	22.213
2022 08 29 21	22.157
2022 08 29 22	22.097
2022 08 29 23	22.027
2022 08 30 00	21.96
2022 08 30 01	21.899
2022 08 30 02	21.829
2022 08 30 03	21.759
2022 08 30 04	21.725
2022 08 30 05	21.732
2022 08 30 06	21.769
2022 08 30 07	21.795
2022 08 30 08	21.829
2022 08 30 09	21.895
2022 08 30 10	22.012
2022 08 30 11	22.139
2022 08 30 12	22.272
2022 08 30 13	22.389
2022 08 30 14	22.476
2022 08 30 15	22.551
2022 08 30 16	22.598
2022 08 30 17	22.626
2022 08 30 18	22.652
2022 08 30 19	22.663
2022 08 30 20	22.663
2022 08 30 21	22.648
2022 08 30 22	22.623
2022 08 30 23	22.593
2022 08 31 00	22.556
2022 08 31 01	22.518
2022 08 31 02	22.481
2022 08 31 03	22.448
2022 08 31 04	22.415
2022 08 31 05	22.382
2022 08 31 06	22.351
2022 08 31 07	22.321
2022 08 31 08	22.307
2022 08 31 09	22.311
2022 08 31 10	22.347
2022 08 31 11	22.398
2022 08 31 12	22.449
2022 08 31 13	22.508
2022 08 31 14	22.573
2022 08 31 15	22.657
2022 08 31 16	22.726
2022 08 31 17	22.745
2022 08 31 18	22.723
2022 08 31 19	22.678
2022 08 31 20	22.624
2022 08 31 21	22.571
2022 08 31 22	22.515
2022 08 31 23	22.456
2022 09 01 00	22.4
2022 09 01 01	22.343
2022 09 01 02	22.289
2022 09 01 03	22.248
2022 09 01 04	22.214
2022 09 01 05	22.175
2022 09 01 06	22.138
2022 09 01 07	22.121
2022 09 01 08	22.12
2022 09 01 09	22.171
2022 09 01 10	22.284
2022 09 01 11	22.443
2022 09 01 12	22.617
2022 09 01 13	22.771
2022 09 01 14	22.902
2022 09 01 15	22.984
2022 09 01 16	23.014
2022 09 01 17	23.014
2022 09 01 18	22.971
2022 09 01 19	22.9
2022 09 01 20	22.816
2022 09 01 21	22.713
2022 09 01 22	22.597
2022 09 01 23	22.5
2022 09 02 00	22.424
2022 09 02 01	22.335
2022 09 02 02	22.253
2022 09 02 03	22.175
2022 09 02 04	22.108
2022 09 02 05	22.063
2022 09 02 06	22.038
2022 09 02 07	22.032
2022 09 02 08	22.041
2022 09 02 09	22.057
2022 09 02 10	22.077
2022 09 02 11	22.103
2022 09 02 12	22.135
2022 09 02 13	22.159
2022 09 02 14	22.16
2022 09 02 15	22.142
2022 09 02 16	22.113
2022 09 02 17	22.088
2022 09 02 18	22.068
2022 09 02 19	22.051
2022 09 02 20	22.038
2022 09 02 21	22.018
2022 09 02 22	21.995
2022 09 02 23	21.971
2022 09 03 00	21.947
2022 09 03 01	21.919
2022 09 03 02	21.89
2022 09 03 03	21.864
2022 09 03 04	21.843
2022 09 03 05	21.828
2022 09 03 06	21.817
2022 09 03 07	21.812
2022 09 03 08	21.816
2022 09 03 09	21.836
2022 09 03 10	21.889
2022 09 03 11	21.984
2022 09 03 12	22.085
2022 09 03 13	22.213
2022 09 03 14	22.359
2022 09 03 15	22.452
2022 09 03 16	22.488
2022 09 03 17	22.498
2022 09 03 18	22.471
2022 09 03 19	22.403
2022 09 03 20	22.311
2022 09 03 21	22.231
2022 09 03 22	22.165
2022 09 03 23	22.114
2022 09 04 00	22.068
2022 09 04 01	22.027
2022 09 04 02	21.991
2022 09 04 03	21.962
2022 09 04 04	21.935
2022 09 04 05	21.904
2022 09 04 06	21.878
2022 09 04 07	21.866
2022 09 04 08	21.864
2022 09 04 09	21.891
2022 09 04 10	21.965
2022 09 04 11	22.071
2022 09 04 12	22.185
2022 09 04 13	22.293
2022 09 04 14	22.375
2022 09 04 15	22.41
2022 09 04 16	22.432
2022 09 04 17	22.439
2022 09 04 18	22.419
2022 09 04 19	22.36
2022 09 04 20	22.289
2022 09 04 21	22.221
2022 09 04 22	22.163
2022 09 04 23	22.113
2022 09 05 00	22.07
2022 09 05 01	22.046
2022 09 05 02	22.013
2022 09 05 03	21.976
2022 09 05 04	21.933
2022 09 05 05	21.911
2022 09 05 06	21.892
2022 09 05 07	21.88
2022 09 05 08	21.896
2022 09 05 09	21.944
2022 09 05 10	22.019
2022 09 05 11	22.109
2022 09 05 12	22.209
2022 09 05 13	22.341
2022 09 05 14	22.529
2022 09 05 15	22.72
2022 09 05 16	22.776
2022 09 05 17	22.713
2022 09 05 18	22.675
2022 09 05 19	22.628
2022 09 05 20	22.575
2022 09 05 21	22.522
2022 09 05 22	22.479
2022 09 05 23	22.454
2022 09 06 00	22.424
2022 09 06 01	22.404
2022 09 06 02	22.365
2022 09 06 03	22.326
2022 09 06 04	22.291
2022 09 06 05	22.247
2022 09 06 06	22.202
2022 09 06 07	22.165
2022 09 06 08	22.16
2022 09 06 09	22.215
2022 09 06 10	22.315
2022 09 06 11	22.445
2022 09 06 12	22.565
2022 09 06 13	22.65
2022 09 06 14	22.756
2022 09 06 15	22.848
2022 09 06 16	22.913
2022 09 06 17	22.931
2022 09 06 18	22.897
2022 09 06 19	22.823
2022 09 06 20	22.734
2022 09 06 21	22.651
2022 09 06 22	22.574
2022 09 06 23	22.506
2022 09 07 00	22.682
2022 09 07 01	22.632
2022 09 07 02	22.587
2022 09 07 03	22.541
2022 09 07 04	22.494
2022 09 07 05	22.447
2022 09 07 06	22.401
2022 09 07 07	22.36
2022 09 07 08	22.333
2022 09 07 09	22.324
2022 09 07 10	22.36
2022 09 07 11	22.452
2022 09 07 12	22.579
2022 09 07 13	22.72
2022 09 07 14	22.825
2022 09 07 15	22.892
2022 09 07 16	22.928
2022 09 07 17	22.906
2022 09 07 18	22.83
2022 09 07 19	22.73
2022 09 07 20	22.604
2022 09 07 21	22.504
2022 09 07 22	22.482
2022 09 07 23	22.448
2022 09 08 00	22.416
2022 09 08 01	22.384
2022 09 08 02	22.355
2022 09 08 03	22.337
2022 09 08 04	22.316
2022 09 08 05	22.289
2022 09 08 06	22.266
2022 09 08 07	22.252
2022 09 08 08	22.247
2022 09 08 09	22.276
2022 09 08 10	22.343
2022 09 08 11	22.44
2022 09 08 12	22.563
2022 09 08 13	22.708
2022 09 08 14	22.852
2022 09 08 15	22.958
2022 09 08 16	23.001
2022 09 08 17	22.975
2022 09 08 18	22.883
2022 09 08 19	22.779
2022 09 08 20	22.703
2022 09 08 21	22.648
2022 09 08 22	22.62
2022 09 08 23	22.602
2022 09 09 00	22.586
2022 09 09 01	22.572
2022 09 09 02	22.559
2022 09 09 03	22.543
2022 09 09 04	22.525
2022 09 09 05	22.504
2022 09 09 06	22.482
2022 09 09 07	22.468
2022 09 09 08	22.464
2022 09 09 09	22.471
2022 09 09 10	22.491
2022 09 09 11	22.522
2022 09 09 12	22.567
2022 09 09 13	22.63
2022 09 09 14	22.7
2022 09 09 15	22.764
2022 09 09 16	22.802
2022 09 09 17	22.797
2022 09 09 18	22.749
2022 09 09 19	22.665
2022 09 09 20	22.614
2022 09 09 21	22.576
2022 09 09 22	22.543
2022 09 09 23	22.504
2022 09 10 00	22.475
2022 09 10 01	22.45
2022 09 10 02	22.428
2022 09 10 03	22.407
2022 09 10 04	22.386
2022 09 10 05	22.364
2022 09 10 06	22.341
2022 09 10 07	22.321
2022 09 10 08	22.314
2022 09 10 09	22.333
2022 09 10 10	22.382
2022 09 10 11	22.449
2022 09 10 12	22.512
2022 09 10 13	22.571
2022 09 10 14	22.626
2022 09 10 15	22.675
2022 09 10 16	22.711
2022 09 10 17	22.721
2022 09 10 18	22.696
2022 09 10 19	22.642
2022 09 10 20	22.579
2022 09 10 21	22.52
2022 09 10 22	22.463
2022 09 10 23	22.41
2022 09 11 00	22.365
2022 09 11 01	22.323
2022 09 11 02	22.284
2022 09 11 03	22.243
2022 09 11 04	22.2
2022 09 11 05	22.153
2022 09 11 06	22.106
2022 09 11 07	22.069
2022 09 11 08	22.061
2022 09 11 09	22.104
2022 09 11 10	22.208
2022 09 11 11	22.366
2022 09 11 12	22.55
2022 09 11 13	22.726
2022 09 11 14	22.882
2022 09 11 15	23.017
2022 09 11 16	23.113
2022 09 11 17	23.153
2022 09 11 18	23.126
2022 09 11 19	23.032
2022 09 11 20	22.89
2022 09 11 21	22.716
2022 09 11 22	22.499
2022 09 11 23	22.331
2022 09 12 00	22.196
2022 09 12 01	22.103
2022 09 12 02	22.039
2022 09 12 03	21.998
2022 09 12 04	21.971
2022 09 12 05	21.949
2022 09 12 06	21.933
2022 09 12 07	21.941
2022 09 12 08	21.967
2022 09 12 09	22.01
2022 09 12 10	22.058
2022 09 12 11	22.134
2022 09 12 12	22.26
2022 09 12 13	22.375
2022 09 12 14	22.48
2022 09 12 15	22.571
2022 09 12 16	22.538
2022 09 12 17	22.471
2022 09 12 18	22.388
2022 09 12 19	22.304
2022 09 12 20	22.203
2022 09 12 21	22.101
2022 09 12 22	22.037
2022 09 12 23	21.996
2022 09 13 00	21.95
2022 09 13 01	21.908
2022 09 13 02	21.874
2022 09 13 03	21.846
2022 09 13 04	21.815
2022 09 13 05	21.77
2022 09 13 06	21.722
2022 09 13 07	21.684
2022 09 13 08	21.654
2022 09 13 09	21.641
2022 09 13 10	21.668
2022 09 13 11	21.727
2022 09 13 12	21.803
2022 09 13 13	21.897
2022 09 13 14	21.992
2022 09 13 15	22.078
2022 09 13 16	22.065
2022 09 13 17	22.034
2022 09 13 18	22.007
2022 09 13 19	21.965
2022 09 13 20	21.916
2022 09 13 21	21.867
2022 09 13 22	21.82
2022 09 13 23	21.776
2022 09 14 00	21.478
2022 09 14 01	21.435
2022 09 14 02	21.387
2022 09 14 03	21.338
2022 09 14 04	21.297
2022 09 14 05	21.258
2022 09 14 06	21.222
2022 09 14 07	21.194
2022 09 14 08	21.182
2022 09 14 09	21.193
2022 09 14 10	21.216
2022 09 14 11	21.243
2022 09 14 12	21.274
2022 09 14 13	21.367
2022 09 14 14	21.536
2022 09 14 15	21.697
2022 09 14 16	21.83
2022 09 14 17	21.918
2022 09 14 18	21.942
2022 09 14 19	21.893
2022 09 14 20	21.83
2022 09 14 21	21.768
2022 09 14 22	21.709
2022 09 14 23	21.654
2022 09 15 00	21.596
2022 09 15 01	21.536
2022 09 15 02	21.487
2022 09 15 03	21.446
2022 09 15 04	21.406
2022 09 15 05	21.382
2022 09 15 06	21.371
2022 09 15 07	21.353
2022 09 15 08	21.359
2022 09 15 09	21.405
2022 09 15 10	21.471
2022 09 15 11	21.557
2022 09 15 12	21.67
2022 09 15 13	21.794
2022 09 15 14	21.905
2022 09 15 15	21.971
2022 09 15 16	21.995
2022 09 15 17	21.987
2022 09 15 18	21.954
2022 09 15 19	21.906
2022 09 15 20	21.863
2022 09 15 21	21.821
2022 09 15 22	21.781
2022 09 15 23	21.742
2022 09 16 00	21.716
2022 09 16 01	21.684
2022 09 16 02	21.646
2022 09 16 03	21.615
2022 09 16 04	21.591
2022 09 16 05	21.568
2022 09 16 06	21.545
2022 09 16 07	21.523
2022 09 16 08	21.511
2022 09 16 09	21.521
2022 09 16 10	21.538
2022 09 16 11	21.557
2022 09 16 12	21.58
2022 09 16 13	21.631
2022 09 16 14	21.703
2022 09 16 15	21.754
2022 09 16 16	21.765
2022 09 16 17	21.74
2022 09 16 18	21.695
2022 09 16 19	21.649
2022 09 16 20	21.613
2022 09 16 21	21.582
2022 09 16 22	21.543
2022 09 16 23	21.502
2022 09 17 00	21.46
2022 09 17 01	21.418
2022 09 17 02	21.377
2022 09 17 03	21.336
2022 09 17 04	21.299
2022 09 17 05	21.266
2022 09 17 06	21.23
2022 09 17 07	21.198
2022 09 17 08	21.189
2022 09 17 09	21.203
2022 09 17 10	21.224
2022 09 17 11	21.239
2022 09 17 12	21.255
2022 09 17 13	21.262
2022 09 17 14	21.249
2022 09 17 15	21.214
2022 09 17 16	21.163
2022 09 17 17	21.094
2022 09 17 18	21.012
2022 09 17 19	20.923
2022 09 17 20	20.834
2022 09 17 21	20.749
2022 09 17 22	20.672
2022 09 17 23	20.602
2022 09 18 00	20.533
2022 09 18 01	20.465
2022 09 18 02	20.394
2022 09 18 03	20.316
2022 09 18 04	20.238
2022 09 18 05	20.161
2022 09 18 06	20.084
2022 09 18 07	20.014
2022 09 18 08	19.961
2022 09 18 09	19.921
2022 09 18 10	19.892
2022 09 18 11	19.868
2022 09 18 12	19.844
2022 09 18 13	19.813
2022 09 18 14	19.768
2022 09 18 15	19.717
2022 09 18 16	19.661
2022 09 18 17	19.604
2022 09 18 18	19.547
2022 09 18 19	19.497
2022 09 18 20	19.464
2022 09 18 21	19.446
2022 09 18 22	19.434
2022 09 18 23	19.412
2022 09 19 00	19.374
2022 09 19 01	19.325
2022 09 19 02	19.267
2022 09 19 03	19.202
2022 09 19 04	19.133
2022 09 19 05	19.061
2022 09 19 06	18.988
2022 09 19 07	18.938
2022 09 19 08	18.929
2022 09 19 09	18.974
2022 09 19 10	19.06
2022 09 19 11	19.129
2022 09 19 12	19.175
2022 09 19 13	19.206
2022 09 19 14	19.226
2022 09 19 15	19.227
2022 09 19 16	19.208
2022 09 19 17	19.166
2022 09 19 18	19.1
2022 09 19 19	19.024
2022 09 19 20	18.952
2022 09 19 21	18.889
2022 09 19 22	18.834
2022 09 19 23	18.777
2022 09 21 00	18.226
2022 09 21 01	18.168
2022 09 21 02	18.117
2022 09 21 03	18.072
2022 09 21 04	18.027
2022 09 21 05	17.983
2022 09 21 06	17.946
2022 09 21 07	17.915
2022 09 21 08	17.904
2022 09 21 09	17.943
2022 09 21 10	18.04
2022 09 21 11	18.177
2022 09 21 12	18.315
2022 09 21 13	18.397
2022 09 21 14	18.432
2022 09 21 15	18.468
2022 09 21 16	18.485
2022 09 21 17	18.464
2022 09 21 18	18.406
2022 09 21 19	18.328
2022 09 21 20	18.248
2022 09 21 21	18.171
2022 09 21 22	18.096
2022 09 21 23	18.028
2022 09 22 00	17.971
2022 09 22 01	17.919
2022 09 22 02	17.864
2022 09 22 03	17.807
2022 09 22 04	17.757
2022 09 22 05	17.713
2022 09 22 06	17.673
2022 09 22 07	17.643
2022 09 22 08	17.641
2022 09 22 09	17.694
2022 09 22 10	17.805
2022 09 22 11	17.963
2022 09 22 12	18.125
2022 09 22 13	18.251
2022 09 22 14	18.343
2022 09 22 15	18.42
2022 09 22 16	18.466
2022 09 22 17	18.472
2022 09 22 18	18.424
2022 09 22 19	18.337
2022 09 22 20	18.246
2022 09 22 21	18.161
2022 09 22 22	18.086
2022 09 22 23	18.017
2022 09 23 00	17.956
2022 09 23 01	17.907
2022 09 23 02	17.864
2022 09 23 03	17.819
2022 09 23 04	17.774
2022 09 23 05	17.731
2022 09 23 06	17.691
2022 09 23 07	17.664
2022 09 23 08	17.662
2022 09 23 09	17.694
2022 09 23 10	17.739
2022 09 23 11	17.787
2022 09 23 12	17.848
2022 09 23 13	17.943
2022 09 23 14	18.043
2022 09 23 15	18.1
2022 09 23 16	18.119
2022 09 23 17	18.116
2022 09 23 18	18.095
2022 09 23 19	18.062
2022 09 23 20	18.034
2022 09 23 21	18.008
2022 09 23 22	17.987
2022 09 23 23	17.981
2022 09 24 00	17.983
2022 09 24 01	17.985
2022 09 24 02	17.986
2022 09 24 03	17.985
2022 09 24 04	17.983
2022 09 24 05	17.976
2022 09 24 06	17.976
2022 09 24 07	17.978
2022 09 24 08	17.978
2022 09 24 09	17.985
2022 09 24 10	18.001
2022 09 24 11	18.026
2022 09 24 12	18.066
2022 09 24 13	18.103
2022 09 24 14	18.118
2022 09 24 15	18.139
2022 09 24 16	18.148
2022 09 24 17	18.145
2022 09 24 18	18.137
2022 09 24 19	18.13
2022 09 24 20	18.123
2022 09 24 21	18.122
2022 09 24 22	18.122
2022 09 24 23	18.134
2022 09 25 00	18.164
2022 09 25 01	18.202
2022 09 25 02	18.239
2022 09 25 03	18.27
2022 09 25 04	18.285
2022 09 25 05	18.289
2022 09 25 06	18.288
2022 09 25 07	18.281
2022 09 25 08	18.284
2022 09 25 09	18.3
2022 09 25 10	18.327
2022 09 25 11	18.363
2022 09 25 12	18.41
2022 09 25 13	18.456
2022 09 25 14	18.498
2022 09 25 15	18.544
2022 09 25 16	18.588
2022 09 25 17	18.603
2022 09 25 18	18.576
2022 09 25 19	18.529
2022 09 25 20	18.488
2022 09 25 21	18.452
2022 09 25 22	18.411
2022 09 25 23	18.371
2022 09 26 00	18.334
2022 09 26 01	18.301
2022 09 26 02	18.275
2022 09 26 03	18.259
2022 09 26 04	18.246
2022 09 26 05	18.226
2022 09 26 06	18.2
2022 09 26 07	18.183
2022 09 26 08	18.175
2022 09 26 09	18.175
2022 09 26 10	18.183
2022 09 26 11	18.198
2022 09 26 12	18.215
2022 09 26 13	18.225
2022 09 26 14	18.233
2022 09 26 15	18.248
2022 09 26 16	18.255
2022 09 26 17	18.249
2022 09 26 18	18.23
2022 09 26 19	18.209
2022 09 26 20	18.192
2022 09 26 21	18.179
2022 09 26 22	18.171
2022 09 26 23	18.168
2022 09 27 00	18.168
2022 09 27 01	18.169
2022 09 27 02	18.168
2022 09 27 03	18.167
2022 09 27 04	18.165
2022 09 27 05	18.16
2022 09 27 06	18.155
2022 09 27 07	18.151
2022 09 27 08	18.153
2022 09 27 09	18.162
2022 09 27 10	18.18
2022 09 27 11	18.201
2022 09 27 12	18.224
2022 09 27 13	18.252
2022 09 27 14	18.276
2022 09 27 15	18.296
